# ICODE=211, JCODE=-211
# SIGMA_QGP=1.1137, SIGMA_HAD=0.367298
# NSAMPLE=10000000, Tblast=107.55, UPERPblast(x,y)=(0.7001,0.7001)
# SOVERUD=0.6622, QUARK_ENTROPY_RATIO=0.2132, BARYON_FUDGE=0.7298
# ------- normalization=0.213339 -----------------
#dely    BF  sigmaB  QGP    LOCAL  RES_DECAYS
0.050  0.3047  0.0003  0.0673  0.0683  0.1691
0.150  0.2843  0.0003  0.0630  0.0637  0.1576
0.250  0.2615  0.0003  0.0589  0.0570  0.1455
0.350  0.2378  0.0003  0.0532  0.0505  0.1342
0.450  0.2102  0.0002  0.0482  0.0431  0.1190
0.550  0.1853  0.0002  0.0438  0.0369  0.1046
0.650  0.1563  0.0002  0.0378  0.0298  0.0887
0.750  0.1293  0.0002  0.0324  0.0238  0.0732
0.850  0.1051  0.0002  0.0283  0.0185  0.0583
0.950  0.0827  0.0002  0.0237  0.0138  0.0452
1.050  0.0614  0.0001  0.0190  0.0102  0.0323
1.150  0.0448  0.0001  0.0153  0.0069  0.0226
1.250  0.0302  0.0001  0.0112  0.0045  0.0146
1.350  0.0201  0.0001  0.0084  0.0028  0.0090
1.450  0.0120  0.0001  0.0055  0.0016  0.0050
1.550  0.0057  0.0000  0.0029  0.0006  0.0022
1.650  0.0016  0.0000  0.0010  0.0002  0.0004
1.750  0.0002  0.0000  0.0001  0.0000  0.0000
