# ICODE=211, JCODE=-321
# SIGMA_QGP=1.1137, SIGMA_HAD=0.367298
# NSAMPLE=10000000, Tblast=107.55, UPERPblast(x,y)=(0.7001,0.7001)
# SOVERUD=0.6622, QUARK_ENTROPY_RATIO=0.2132, BARYON_FUDGE=0.7298
# ------- normalization=0.0128733 -----------------
#dely    BF  sigmaB  QGP    LOCAL  RES_DECAYS
0.050  0.0184  0.0000  0.0037  0.0032  0.0115
0.150  0.0177  0.0000  0.0035  0.0030  0.0112
0.250  0.0172  0.0000  0.0034  0.0028  0.0110
0.350  0.0156  0.0000  0.0030  0.0024  0.0101
0.450  0.0138  0.0000  0.0026  0.0020  0.0092
0.550  0.0119  0.0000  0.0024  0.0016  0.0078
0.650  0.0096  0.0000  0.0019  0.0013  0.0064
0.750  0.0083  0.0000  0.0018  0.0010  0.0055
0.850  0.0063  0.0000  0.0014  0.0007  0.0042
0.950  0.0042  0.0000  0.0010  0.0005  0.0027
1.050  0.0026  0.0000  0.0009  0.0003  0.0014
1.150  0.0017  0.0000  0.0007  0.0002  0.0007
1.250  0.0009  0.0000  0.0005  0.0001  0.0003
1.350  0.0004  0.0000  0.0003  0.0000  0.0001
1.450  0.0002  0.0000  0.0002  0.0000  0.0000
1.550  0.0001  0.0000  0.0000  0.0000  0.0000
1.650  0.0000  0.0000  0.0000  0.0000  0.0000
1.750  0.0000  0.0000  0.0000  0.0000  0.0000
