0.15 0.0358 0.0298 0.028 0.0288 0.0309 0.0231 0.0255 0.0284 0.0292 0.0214 0.0208 0.0334 0.0167 0.0306 0.0217 0.0375 0.0282 0.0285 0.0234 0.0205 
0.25 0.0317 0.0259 0.0224 0.025 0.0275 0.0198 0.021 0.0254 0.0226 0.0182 0.018 0.0292 0.0138 0.0238 0.0215 0.0364 0.0261 0.0206 0.0192 0.0172 
0.35 0.0291 0.0197 0.02 0.0203 0.0199 0.0167 0.0197 0.0205 0.0205 0.0164 0.0167 0.0204 0.0125 0.0202 0.0148 0.0279 0.02 0.0212 0.0174 0.0164 
0.45 0.0179 0.0171 0.0129 0.0159 0.0145 0.0117 0.0142 0.0159 0.0171 0.0131 0.0135 0.0155 0.008 0.016 0.0124 0.0188 0.0126 0.0144 0.0113 0.0116 
0.55 0.0141 0.0099 0.0111 0.0103 0.011 0.0085 0.0083 0.0107 0.0106 0.0095 0.0099 0.0099 0.0056 0.0111 0.0093 0.0125 0.0084 0.0113 0.008 0.0074 
0.65 0.0079 0.008 0.0069 0.01 0.0066 0.0055 0.0029 0.0055 0.0096 0.0055 0.0062 0.0071 0.0056 0.0082 0.0069 0.0076 0.0056 0.0062 0.0036 0.0054 
0.75 0.0048 0.0035 0.0052 0.0034 0.0036 0.0036 0.003 0.0033 0.0037 0.0049 0.0039 0.0033 0.0034 0.0048 0.0026 0.005 0.0035 0.0058 0.004 0.0027 
0.85 0.0034 0.0006 0.0021 0.0023 0.0025 0.0009 0.0017 0.0008 0.0025 0.0008 0.0019 -0.0001 0.0024 0.0022 0.0029 0.0026 0.0014 0.0031 0.0019 0.0029 
0.95 0.0001 -0.0008 0.0009 0.0012 -0.0004 0.0009 0.0006 0.0003 0.0015 0.0009 0.0008 0.0004 0.0004 0.001 0.001 0.001 -0.0003 0.002 -0.0004 0.0009 
1.05 -0.0006 -0.0011 0.0006 -0.0006 -0.0016 0.001 -0.0013 -0.0002 0.0013 0.0008 -0.0004 -0.0011 -0.0001 -0 -0 -0.0003 -0.0012 0.001 0.0005 -0.0004 
1.15 -0.0004 -0.0009 0.0004 -0.001 -0.0002 -0.0004 -0.0008 -0.0009 -0.0005 0.0003 0.0002 -0.0002 0.0001 -0.0003 0.0002 -0.0007 -0.001 -0.0007 -0.0013 0.0003 
1.25 -0.0011 -0.0004 0.0001 -0.0002 -0.0005 -0.0004 -0.001 -0.0001 -0.0007 0.0001 0.0001 -0.0004 0 -0.0006 -0.0001 -0.0013 -0.0007 -0.0003 0.0001 0 
1.35 -0.0005 -0.0001 -0.0005 -0.0003 -0.0003 -0.0002 0 -0 -0.0002 -0.0002 0.0001 -0.0005 0 -0.0001 -0.0001 -0.0007 -0.0004 -0 -0.0001 -0.0001 
1.45 0.0001 -0.0003 -0.0001 -0 -0 -0.0001 -0.0001 -0.0001 -0.0001 -0 -0.0001 -0.0001 -0 -0.0001 -0 -0.0003 -0.0002 0 -0.0001 0.0001 
1.55 -0.0001 -0 -0.0001 -0.0001 -0 -0 0 -0 -0.0001 -0 -0 0 0 0 -0 -0.0001 0 -0 0 0 
1.65 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1.75 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
