# SIGMA_QGP=1.135, SIGMA_HAD=0.418588
# NSAMPLE=10000000, Tblast=81.5796, UPERPblast(x,y)=(0.7754,0.7754)
# SOVERUD=0.699, QUARK_ENTROPY_RATIO=0.1955, BARYON_FUDGE=0.7075
# ------- normalization=0.230175 -----------------
#dely    BF  sigmaB  QGP    LOCAL  RES_DECAYS
0.050  0.3235  0.0002  0.0661  0.0828  0.1746
0.150  0.2997  0.0002  0.0612  0.0768  0.1618
0.250  0.2739  0.0002  0.0565  0.0690  0.1483
0.350  0.2485  0.0002  0.0528  0.0610  0.1347
0.450  0.2214  0.0002  0.0477  0.0530  0.1206
0.550  0.1930  0.0002  0.0422  0.0450  0.1058
0.650  0.1662  0.0002  0.0389  0.0372  0.0901
0.750  0.1396  0.0002  0.0341  0.0300  0.0755
0.850  0.1155  0.0002  0.0295  0.0234  0.0626
0.950  0.0921  0.0001  0.0250  0.0182  0.0489
1.050  0.0718  0.0001  0.0210  0.0135  0.0373
1.150  0.0538  0.0001  0.0170  0.0096  0.0272
1.250  0.0393  0.0001  0.0135  0.0068  0.0190
1.350  0.0275  0.0001  0.0104  0.0043  0.0127
1.450  0.0181  0.0001  0.0074  0.0029  0.0079
1.550  0.0109  0.0000  0.0048  0.0017  0.0045
1.650  0.0053  0.0000  0.0026  0.0007  0.0021
1.750  0.0017  0.0000  0.0010  0.0002  0.0005
