# ICODE=211, JCODE=-211
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=5000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.253432 -----------------
#dely    BF
0.050  0.3788  0.0004
0.150  0.3498  0.0004
0.250  0.3193  0.0004
0.350  0.2923  0.0004
0.450  0.2593  0.0004
0.550  0.2242  0.0003
0.650  0.1882  0.0003
0.750  0.1519  0.0003
0.850  0.1190  0.0002
0.950  0.0901  0.0002
1.050  0.0634  0.0002
1.150  0.0444  0.0001
1.250  0.0270  0.0001
1.350  0.0163  0.0001
1.450  0.0075  0.0000
1.550  0.0024  0.0000
1.650  0.0004  0.0000
1.750 -0.0000 -0.0000
