# ICODE=1701080941, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=100000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.1
# ------- normalization=-0.170159 -----------------
#dely    BF
0.050 -0.3332 -0.0020
0.150 -0.3048 -0.0019
0.250 -0.2613 -0.0017
0.350 -0.2844 -0.0020
0.450 -0.2098 -0.0016
0.550 -0.1312 -0.0011
0.650 -0.1027 -0.0009
0.750 -0.1172 -0.0011
0.850 -0.0577 -0.0006
0.950  0.0056  0.0001
1.050 -0.0196 -0.0003
1.150  0.0352  0.0005
1.250  0.0275  0.0005
1.350  0.0155  0.0003
1.450  0.0198  0.0005
1.550  0.0116  0.0004
1.650  0.0002  0.0000
1.750  0.0050  0.0004
