# ICODE=211, JCODE=-211
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=5000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=-0.11118 -----------------
#dely    BF
0.050 -0.1382 -0.0002
0.150 -0.1288 -0.0002
0.250 -0.1205 -0.0002
0.350 -0.1103 -0.0002
0.450 -0.0979 -0.0001
0.550 -0.0879 -0.0001
0.650 -0.0735 -0.0001
0.750 -0.0691 -0.0001
0.850 -0.0614 -0.0001
0.950 -0.0530 -0.0001
1.050 -0.0466 -0.0001
1.150 -0.0384 -0.0001
1.250 -0.0324 -0.0001
1.350 -0.0238 -0.0001
1.450 -0.0164 -0.0001
1.550 -0.0098 -0.0001
1.650 -0.0036 -0.0000
1.750 -0.0003 -0.0000
