# ICODE=321, JCODE=-321
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=10000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.0873629 -----------------
#dely    BF
0.050  0.1505  0.0006
0.150  0.1436  0.0006
0.250  0.1295  0.0005
0.350  0.1109  0.0005
0.450  0.0912  0.0005
0.550  0.0733  0.0004
0.650  0.0578  0.0004
0.750  0.0418  0.0003
0.850  0.0300  0.0003
0.950  0.0198  0.0002
1.050  0.0123  0.0002
1.150  0.0074  0.0001
1.250  0.0036  0.0001
1.350  0.0015  0.0000
1.450  0.0005  0.0000
1.550  0.0001  0.0000
1.650 -0.0000 -0.0000
1.750  0.0000  0.0000
