# ICODE=321, JCODE=-2212
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=-0.0274754 -----------------
#dely    BF    dB     BFVar
0.050 -0.0422 -0.0002  0.0035
0.150 -0.0426 -0.0002  0.0023
0.250 -0.0393 -0.0002  0.0011
0.350 -0.0363 -0.0002  0.0018
0.450 -0.0310 -0.0002  0.0021
0.550 -0.0251 -0.0002  0.0015
0.650 -0.0199 -0.0002  0.0012
0.750 -0.0143 -0.0002  0.0011
0.850 -0.0098 -0.0001  0.0025
0.950 -0.0068 -0.0001  0.0005
1.050 -0.0039 -0.0001  0.0015
1.150 -0.0021 -0.0001  0.0002
1.250 -0.0009 -0.0000  0.0003
1.350 -0.0003 -0.0000  0.0001
1.450 -0.0001 -0.0000  0.0001
1.550 -0.0000 -0.0000  0.0000
1.650  0.0000  0.0000  0.0000
1.750  0.0000  0.0000  0.0000
