0.15 0.1927 0.1835 0.1697 0.1821 0.1895 0.1684 0.185 0.1822 0.1752 0.1793 
0.25 0.165 0.1665 0.1482 0.1497 0.1586 0.143 0.1657 0.1514 0.1503 0.1634 
0.35 0.129 0.1316 0.1433 0.1245 0.1278 0.1252 0.1352 0.1339 0.1314 0.1264 
0.45 0.1063 0.1055 0.1041 0.1153 0.108 0.1052 0.1096 0.099 0.1052 0.1048 
0.55 0.0769 0.0853 0.0823 0.0819 0.0805 0.0789 0.082 0.0736 0.0849 0.0835 
0.65 0.0558 0.0672 0.0665 0.0676 0.0614 0.068 0.062 0.0594 0.0676 0.0615 
0.75 0.0417 0.0469 0.0465 0.0469 0.0426 0.0505 0.0431 0.0449 0.0468 0.0422 
0.85 0.0284 0.0358 0.0353 0.0337 0.0296 0.0379 0.0304 0.0295 0.0344 0.0305 
0.95 0.0194 0.0215 0.0218 0.0242 0.0205 0.0233 0.0215 0.02 0.0214 0.0229 
1.05 0.0113 0.0138 0.0128 0.0129 0.0107 0.0146 0.0122 0.0118 0.014 0.0131 
1.15 0.0065 0.0084 0.007 0.0073 0.0063 0.0087 0.0068 0.0065 0.0071 0.0073 
1.25 0.0032 0.0043 0.004 0.0048 0.0031 0.0042 0.003 0.0035 0.0034 0.0037 
1.35 0.001 0.0015 0.0014 0.0012 0.0013 0.0015 0.0013 0.0011 0.001 0.001 
1.45 0.0004 0.0002 0.0001 0.0003 0.0003 0.0003 0.0003 0.0005 0.0002 0.0002 
1.55 0 0 0 0 0 0 0.0001 0 0 0.0001 
1.65 0 0 0 0 0 0 0 0 0 0 
1.75 0 0 0 0 0 0 0 0 0 0 
