0.15 0.0362 0.0298 0.0322 0.0318 0.0345 0.0305 0.0362 0.0333 0.0337 0.0343 
0.25 0.0305 0.0283 0.0287 0.0298 0.0303 0.0285 0.0293 0.0291 0.0267 0.0302 
0.35 0.0242 0.0225 0.025 0.0231 0.0237 0.0242 0.0236 0.0204 0.0234 0.0239 
0.45 0.0163 0.0169 0.0159 0.0176 0.0177 0.0188 0.0164 0.0164 0.0161 0.018 
0.55 0.0093 0.0101 0.0112 0.0098 0.0103 0.0129 0.0112 0.0109 0.0105 0.0131 
0.65 0.0059 0.0058 0.0068 0.0075 0.0059 0.0063 0.0055 0.0054 0.0055 0.0063 
0.75 0.0018 0.0015 0.0042 0.0038 0.0032 0.0048 0.0025 0.0023 0.0023 0.0035 
0.85 -0.0001 0.002 0.0012 0.0025 0.0002 0.0023 0.0008 0.0009 0.0021 0.0009 
0.95 -0.0017 -0.0004 0.0005 0.0004 -0.0018 0.0008 -0.0014 -0.0013 0.0002 -0.0006 
1.05 -0.0015 -0.0007 -0.0008 -0.0008 -0.0022 0.0001 -0.0021 -0.001 -0.0016 -0.0003 
1.15 -0.0016 -0.0008 -0.0006 -0.0001 -0.0009 -0.0005 -0.0014 -0.0014 -0.0012 -0.0011 
1.25 -0.0009 -0.0011 -0.0008 -0.0005 -0.0009 -0.0006 -0.0009 -0.0007 -0.0007 -0.0005 
1.35 -0.0004 -0.0004 -0.0003 -0.0003 -0.0005 -0.0004 -0.0004 -0.0005 -0.0004 -0.0004 
1.45 -0.0001 -0.0002 -0.0002 -0.0001 -0.0003 -0.0001 -0.0001 -0.0001 -0.0002 -0.0001 
1.55 -0 -0 -0.0001 -0 -0 -0.0001 -0 -0 0 -0 
1.65 0 0 0 0 0 0 0 0 0 0 
1.75 0 0 0 0 0 0 0 0 0 0 
