2823.71 2210.88 1649.42 1190.43 872.729 600.625 405.01 271.86 171.123 93.9538 50.6289 16.7458 6.51203 0.682229 2.48064 0 0 
2210.88 1776.36 1351.89 1000.67 748.623 527.288 364.75 248.756 159.498 89.654 50.5304 19.6079 7.79568 1.51264 2.15845 0 0 
1649.42 1351.89 1065.94 812.447 628.733 458.718 330.21 231.491 153.528 91.2421 54.361 24.3416 10.1938 2.80458 1.73385 0 0 
1190.43 1000.67 812.447 650.448 521.531 397.533 299.349 216.355 149.665 93.0044 58.1544 28.9584 12.9467 4.44176 1.54478 0 0 
872.729 748.623 628.733 521.531 444.64 352.584 279.361 208.25 149.366 97.7317 63.0567 33.3448 15.562 5.59097 1.36906 0 0 
600.625 527.288 458.718 397.533 352.584 300.317 246.692 190.559 141.435 96.0578 63.5378 35.2513 16.7787 6.46548 1.18717 0 0 
405.01 364.75 330.21 299.349 279.361 246.692 215.79 169.487 129.214 90.2495 60.6812 34.9829 16.8618 6.5288 1.11092 0 0 
271.86 248.756 231.491 216.355 208.25 190.559 169.487 140.031 108.267 76.8425 52.6727 30.7789 15.3206 5.98968 0.937716 0 0 
171.123 159.498 153.528 149.665 149.366 141.435 129.214 108.267 89.0031 63.2783 44.4174 26.2759 13.291 5.35315 0.777163 0 0 
93.9538 89.654 91.2421 93.0044 97.7317 96.0578 90.2495 76.8425 63.2783 48.211 33.325 20.1577 10.4269 4.25235 0.582776 0 0 
50.6289 50.5304 54.361 58.1544 63.0567 63.5378 60.6812 52.6727 44.4174 33.325 24.9967 14.8544 7.80171 3.20856 0.432812 0 0 
16.7458 19.6079 24.3416 28.9584 33.3448 35.2513 34.9829 30.7789 26.2759 20.1577 14.8544 10.0471 4.93794 2.07742 0.293336 0 0 
6.51203 7.79568 10.1938 12.9467 15.562 16.7787 16.8618 15.3206 13.291 10.4269 7.80171 4.93794 3.28728 1.09399 0.149148 0 0 
0.682229 1.51264 2.80458 4.44176 5.59097 6.46548 6.5288 5.98968 5.35315 4.25235 3.20856 2.07742 1.09399 0.878583 0.0486259 0 0 
2.48064 2.15845 1.73385 1.54478 1.36906 1.18717 1.11092 0.937716 0.777163 0.582776 0.432812 0.293336 0.149148 0.0486259 0.0844645 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
