# ICODE=321, JCODE=-2212
# SIGMA_QGP=1.038, SIGMA_HAD=0.594463
# NSAMPLE=10000000, Tblast=92.496, UPERPblast(x,y)=(0.7263,0.7263)
# SOVERUD=0.7795, QUARK_ENTROPY_RATIO=0.2566, BARYON_FUDGE=0.7683
# ------- normalization=0.0128326 -----------------
#dely    BF  sigmaB  QGP    LOCAL  RES_DECAYS
0.050  0.0296  0.0002 -0.0288  0.0478  0.0106
0.150  0.0264  0.0002 -0.0293  0.0462  0.0095
0.250  0.0239  0.0002 -0.0254  0.0408  0.0084
0.350  0.0190  0.0002 -0.0222  0.0343  0.0069
0.450  0.0126  0.0001 -0.0215  0.0290  0.0051
0.550  0.0106  0.0001 -0.0160  0.0235  0.0031
0.650  0.0057  0.0001 -0.0138  0.0178  0.0017
0.750  0.0022  0.0000 -0.0116  0.0126  0.0012
0.850  0.0017  0.0000 -0.0083  0.0092  0.0008
0.950 -0.0003 -0.0000 -0.0063  0.0057  0.0003
1.050 -0.0010 -0.0000 -0.0042  0.0031  0.0001
1.150 -0.0008 -0.0000 -0.0024  0.0016  0.0000
1.250 -0.0005 -0.0000 -0.0012  0.0007  0.0000
1.350 -0.0005 -0.0000 -0.0008  0.0003  0.0000
1.450 -0.0001 -0.0000 -0.0002  0.0001  0.0000
1.550 -0.0000 -0.0000 -0.0000  0.0000  0.0000
1.650  0.0000  0.0000  0.0000  0.0000  0.0000
1.750  0.0000  0.0000  0.0000  0.0000  0.0000
