# ICODE=321, JCODE=-321
# SIGMA_QGP=1.038, SIGMA_HAD=0.594463
# NSAMPLE=10000000, Tblast=92.496, UPERPblast(x,y)=(0.7263,0.7263)
# SOVERUD=0.7795, QUARK_ENTROPY_RATIO=0.2566, BARYON_FUDGE=0.7683
# ------- normalization=0.0529371 -----------------
#dely    BF  sigmaB  QGP    LOCAL  RES_DECAYS
0.050  0.0757  0.0004  0.1130 -0.0431  0.0059
0.150  0.0708  0.0004  0.1058 -0.0405  0.0056
0.250  0.0653  0.0004  0.0973 -0.0372  0.0052
0.350  0.0620  0.0004  0.0892 -0.0318  0.0046
0.450  0.0546  0.0004  0.0768 -0.0261  0.0039
0.550  0.0470  0.0004  0.0651 -0.0213  0.0033
0.650  0.0394  0.0003  0.0535 -0.0167  0.0026
0.750  0.0338  0.0003  0.0439 -0.0121  0.0020
0.850  0.0265  0.0003  0.0337 -0.0088  0.0015
0.950  0.0204  0.0003  0.0251 -0.0059  0.0012
1.050  0.0146  0.0002  0.0174 -0.0034  0.0006
1.150  0.0101  0.0002  0.0118 -0.0021  0.0004
1.250  0.0054  0.0001  0.0063 -0.0012  0.0002
1.350  0.0025  0.0001  0.0029 -0.0004  0.0000
1.450  0.0010  0.0001  0.0011 -0.0002  0.0000
1.550  0.0003  0.0000  0.0003 -0.0000  0.0000
1.650  0.0000  0.0000  0.0000  0.0000  0.0000
1.750  0.0000  0.0000  0.0000  0.0000  0.0000
