# ICODE=211, JCODE=-211
# SIGMA_QGP=1.038, SIGMA_HAD=0.594463
# NSAMPLE=10000000, Tblast=92.496, UPERPblast(x,y)=(0.7263,0.7263)
# SOVERUD=0.7795, QUARK_ENTROPY_RATIO=0.2566, BARYON_FUDGE=0.7683
# ------- normalization=0.211314 -----------------
#dely    BF  sigmaB  QGP    LOCAL  RES_DECAYS
0.050  0.2980  0.0003  0.0822  0.0453  0.1705
0.150  0.2774  0.0003  0.0760  0.0417  0.1597
0.250  0.2568  0.0003  0.0704  0.0390  0.1474
0.350  0.2331  0.0003  0.0643  0.0345  0.1343
0.450  0.2101  0.0002  0.0585  0.0305  0.1210
0.550  0.1808  0.0002  0.0506  0.0254  0.1048
0.650  0.1574  0.0002  0.0455  0.0216  0.0903
0.750  0.1303  0.0002  0.0393  0.0177  0.0733
0.850  0.1065  0.0002  0.0333  0.0141  0.0591
0.950  0.0827  0.0002  0.0269  0.0106  0.0452
1.050  0.0616  0.0001  0.0213  0.0080  0.0324
1.150  0.0457  0.0001  0.0169  0.0058  0.0229
1.250  0.0315  0.0001  0.0127  0.0041  0.0148
1.350  0.0212  0.0001  0.0094  0.0027  0.0092
1.450  0.0123  0.0001  0.0059  0.0015  0.0049
1.550  0.0059  0.0000  0.0033  0.0007  0.0020
1.650  0.0017  0.0000  0.0010  0.0002  0.0004
1.750  0.0001  0.0000  0.0001  0.0000  0.0000
