# ICODE=1701080941, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=10000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.24111 -----------------
#dely    BF
0.050  0.3803  0.0003
0.150  0.3515  0.0003
0.250  0.3161  0.0002
0.350  0.2812  0.0002
0.450  0.2438  0.0002
0.550  0.2055  0.0002
0.650  0.1687  0.0002
0.750  0.1349  0.0001
0.850  0.1053  0.0001
0.950  0.0786  0.0001
1.050  0.0562  0.0001
1.150  0.0384  0.0001
1.250  0.0251  0.0000
1.350  0.0140  0.0000
1.450  0.0074  0.0000
1.550  0.0035  0.0000
1.650  0.0009  0.0000
1.750 -0.0001 -0.0000
