# ICODE=321, JCODE=-321
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=100000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=-0.0279996 -----------------
#dely    BF
0.050 -0.0017 -0.0001
0.150 -0.0218 -0.0010
0.250 -0.0030 -0.0001
0.350 -0.0227 -0.0012
0.450 -0.0396 -0.0023
0.550 -0.0444 -0.0029
0.650 -0.0285 -0.0022
0.750 -0.0275 -0.0023
0.850 -0.0257 -0.0025
0.950 -0.0250 -0.0027
1.050 -0.0163 -0.0022
1.150 -0.0085 -0.0015
1.250 -0.0085 -0.0018
1.350 -0.0032 -0.0010
1.450 -0.0026 -0.0010
1.550 -0.0009 -0.0009
1.650  0.0000  0.0000
1.750  0.0000  0.0000
