# ICODE=321, JCODE=-2212
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=100000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=-0.0931187 -----------------
#dely    BF
0.050 -0.2308 -0.0118
0.150 -0.2528 -0.0128
0.250 -0.2164 -0.0110
0.350 -0.1425 -0.0077
0.450 -0.1338 -0.0073
0.550 -0.1465 -0.0088
0.650 -0.1677 -0.0103
0.750 -0.1796 -0.0108
0.850 -0.1430 -0.0094
0.950 -0.0970 -0.0071
1.050 -0.0676 -0.0051
1.150 -0.0788 -0.0060
1.250 -0.0820 -0.0066
1.350 -0.0368 -0.0032
1.450 -0.0775 -0.0067
1.550 -0.0346 -0.0032
1.650 -0.0944 -0.0105
1.750 -0.1003 -0.0103
1.850 -0.0332 -0.0042
1.950 -0.0401 -0.0044
2.050 -0.0574 -0.0089
2.150 -0.0504 -0.0070
2.250 -0.0937 -0.0117
2.350 -0.0682 -0.0090
2.450 -0.0762 -0.0105
2.550 -0.0694 -0.0108
2.650 -0.0405 -0.0073
2.750 -0.0729 -0.0109
2.850 -0.0578 -0.0098
2.950 -0.0531 -0.0100
3.050 -0.0576 -0.0102
3.150 -0.0634 -0.0124
3.250 -0.0420 -0.0099
3.350 -0.0779 -0.0142
3.450 -0.0727 -0.0152
3.550 -0.0551 -0.0120
3.650 -0.0548 -0.0112
3.750 -0.0465 -0.0129
3.850 -0.0175 -0.0058
3.950 -0.0395 -0.0102
4.050 -0.0549 -0.0130
4.150 -0.0258 -0.0078
4.250 -0.0334 -0.0097
4.350 -0.0505 -0.0131
4.450 -0.0266 -0.0094
4.550 -0.0329 -0.0104
4.650 -0.0226 -0.0063
4.750 -0.0186 -0.0062
4.850 -0.0103 -0.0039
4.950 -0.0148 -0.0047
5.050  0.0015  0.0007
5.150 -0.0070 -0.0035
5.250 -0.0046 -0.0019
5.350 -0.0020 -0.0009
5.450  0.0062  0.0036
5.550  0.0122  0.0050
5.650  0.0475  0.0195
5.750  0.0197  0.0114
5.850  0.0049  0.0035
5.950  0.0038  0.0038
6.050  0.0135  0.0096
6.150  0.0037  0.0022
6.250  0.0221  0.0221
6.350 -0.0347 -0.0347
6.450  0.0245  0.0175
6.550  0.0253  0.0147
6.650  0.0931  0.0428
6.750  0.0309  0.0309
6.850  0.0325  0.0190
6.950  0.0498  0.0291
7.050  0.0541  0.0383
7.150  0.0208  0.0208
7.250  0.0136  0.0136
7.350  0.0308  0.0308
7.450  0.0205  0.0146
7.550  0.1216  0.0630
7.650  0.0194  0.0194
7.750  0.1225  0.0712
7.850  0.0000  0.0000
7.950  0.0013  0.0010
8.050  0.0283  0.0283
8.150  0.0000  0.0000
8.250  0.0389  0.0389
8.350  0.0000  0.0000
8.450  0.0432  0.0314
8.550  0.0449  0.0449
8.650  0.0000  0.0000
8.750  0.0000  0.0000
8.850  0.0000  0.0000
8.950  0.0000  0.0000
9.050  0.2077  0.1597
9.150  0.1980  0.1521
9.250  0.0000  0.0000
9.350  0.0769  0.0769
9.450  0.0000  0.0000
9.550  0.1302  0.1302
9.650  0.0000  0.0000
9.750  0.0000  0.0000
9.850  0.2028  0.2028
9.950  0.0000  0.0000
10.050  0.0000  0.0000
10.150  0.0000  0.0000
10.250  0.0000  0.0000
10.350  0.0000  0.0000
10.450  0.0000  0.0000
10.550  0.0000  0.0000
10.650  0.0000  0.0000
10.750  0.0000  0.0000
10.850  0.0000  0.0000
10.950  0.0000  0.0000
11.050  0.0000  0.0000
11.150  0.0000  0.0000
11.250  0.0000  0.0000
11.350  0.0000  0.0000
11.450  0.0000  0.0000
11.550  0.0000  0.0000
11.650  0.3345  0.3345
11.750  0.0000  0.0000
11.850  0.0000  0.0000
11.950  0.0000  0.0000
