# ICODE=211, JCODE=-321
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.0115835 -----------------
#dely    BF    dB     BFVar
0.050  0.0170  0.0000  0.0007
0.150  0.0167  0.0000  0.0005
0.250  0.0161  0.0000  0.0005
0.350  0.0144  0.0000  0.0006
0.450  0.0126  0.0000  0.0006
0.550  0.0110  0.0000  0.0007
0.650  0.0087  0.0000  0.0005
0.750  0.0071  0.0000  0.0003
0.850  0.0050  0.0000  0.0004
0.950  0.0034  0.0000  0.0004
1.050  0.0021  0.0000  0.0002
1.150  0.0011  0.0000  0.0003
1.250  0.0004  0.0000  0.0002
1.350  0.0002  0.0000  0.0001
1.450  0.0000  0.0000  0.0001
1.550  0.0000  0.0000  0.0000
1.650  0.0000  0.0000  0.0000
1.750  0.0000  0.0000  0.0000
