'InvCoshPar_uu_width','InvCoshPar_uu_g0','InvCoshPar_uu_g1','InvCoshPar_ud_width','InvCoshPar_ud_g0','InvCoshPar_ud_g1','InvCoshPar_us_width','InvCoshPar_us_g0','InvCoshPar_us_g1','InvCoshPar_ss_width','InvCoshPar_ss_g0','InvCoshPar_ss_g1'
0.682152,0.778893,-0.231567,1.3622,0.644873,0.266323,1.13692,0.519643,-0.0604721,1.41692,0.602612,0.230001
0.682152,0.778893,-0.231567,1.3622,0.644873,0.266323,1.13692,0.519643,-0.0604721,1.41692,0.602612,0.230001
0.684954,0.776595,-0.229289,1.36319,0.644625,0.266461,1.13902,0.51297,-0.0689332,1.41491,0.597613,0.221542
0.684954,0.776595,-0.229289,1.36319,0.644625,0.266461,1.13902,0.51297,-0.0689332,1.41491,0.597613,0.221542
0.684018,0.777784,-0.229412,1.37028,0.643493,0.268388,1.12892,0.521599,-0.0634907,1.41414,0.600702,0.225811
0.684988,0.779149,-0.225388,1.36367,0.652547,0.27859,1.12978,0.517512,-0.0689759,1.41745,0.602936,0.230737
0.682186,0.784859,-0.222548,1.35756,0.653464,0.276813,1.147,0.506822,-0.0723178,1.42525,0.598011,0.227037
0.6916,0.778594,-0.21289,1.36349,0.649932,0.274575,1.13201,0.508833,-0.0803292,1.4232,0.596256,0.223439
0.6916,0.778594,-0.21289,1.36349,0.649932,0.274575,1.13201,0.508833,-0.0803292,1.4232,0.596256,0.223439
0.6916,0.778594,-0.21289,1.36349,0.649932,0.274575,1.13201,0.508833,-0.0803292,1.4232,0.596256,0.223439
0.690175,0.778359,-0.216093,1.36631,0.650744,0.27724,1.12459,0.511793,-0.0814535,1.40753,0.594434,0.213235
0.691827,0.775365,-0.21728,1.3722,0.641454,0.266305,1.12487,0.514022,-0.0779032,1.40973,0.59544,0.215803
0.691797,0.779842,-0.210625,1.37529,0.644292,0.272124,1.13567,0.499994,-0.0908691,1.40483,0.595091,0.212918
0.691718,0.776712,-0.215479,1.37584,0.644855,0.273246,1.13109,0.502463,-0.090571,1.41006,0.59248,0.21152
0.687469,0.781194,-0.217288,1.379,0.650797,0.283753,1.13696,0.499351,-0.0908811,1.40425,0.596761,0.215138
0.687469,0.781194,-0.217288,1.379,0.650797,0.283753,1.13696,0.499351,-0.0908811,1.40425,0.596761,0.215138
0.682817,0.788434,-0.215892,1.37177,0.647913,0.275776,1.13289,0.500986,-0.0914506,1.40044,0.595422,0.211284
0.679026,0.789691,-0.221814,1.36915,0.640963,0.264014,1.12454,0.507675,-0.0876704,1.38826,0.593728,0.202758
0.676297,0.791026,-0.225487,1.37419,0.653136,0.284838,1.11746,0.510495,-0.08882,1.38318,0.593903,0.200494
0.674831,0.79049,-0.22936,1.37503,0.651146,0.282274,1.11816,0.513132,-0.0843283,1.38324,0.593957,0.200603
0.674831,0.79049,-0.22936,1.37503,0.651146,0.282274,1.11816,0.513132,-0.0843283,1.38324,0.593957,0.200603
0.674831,0.79049,-0.22936,1.37503,0.651146,0.282274,1.11816,0.513132,-0.0843283,1.38324,0.593957,0.200603
0.680354,0.781311,-0.23164,1.37809,0.646288,0.276527,1.11117,0.517316,-0.083429,1.37615,0.598057,0.203198
0.680876,0.782966,-0.228082,1.37537,0.640156,0.265961,1.10761,0.523239,-0.0773019,1.37707,0.602525,0.210367
0.680876,0.782966,-0.228082,1.37537,0.640156,0.265961,1.10761,0.523239,-0.0773019,1.37707,0.602525,0.210367
0.679093,0.7849,-0.228863,1.38856,0.629006,0.25583,1.08846,0.530184,-0.0820567,1.38177,0.600495,0.209676
0.679958,0.781215,-0.232603,1.40083,0.618816,0.246566,1.08356,0.524267,-0.0949025,1.37611,0.602226,0.209433
0.679958,0.781215,-0.232603,1.40083,0.618816,0.246566,1.08356,0.524267,-0.0949025,1.37611,0.602226,0.209433
0.679958,0.781215,-0.232603,1.40083,0.618816,0.246566,1.08356,0.524267,-0.0949025,1.37611,0.602226,0.209433
0.679958,0.781215,-0.232603,1.40083,0.618816,0.246566,1.08356,0.524267,-0.0949025,1.37611,0.602226,0.209433
0.688902,0.7754,-0.22309,1.3949,0.625969,0.254398,1.0802,0.522868,-0.0997411,1.37778,0.606302,0.216387
0.69062,0.770714,-0.226673,1.38766,0.629679,0.256391,1.08017,0.519581,-0.104694,1.38412,0.604148,0.216331
0.680207,0.788214,-0.221588,1.38003,0.63252,0.25685,1.08775,0.514824,-0.105675,1.3913,0.601068,0.215274
0.687472,0.78045,-0.218399,1.38045,0.637663,0.264774,1.09074,0.509223,-0.111669,1.39424,0.600764,0.216261
0.687187,0.779722,-0.220067,1.38434,0.634784,0.262401,1.07664,0.510932,-0.120567,1.4027,0.596759,0.214385
0.687075,0.777514,-0.223604,1.38571,0.635217,0.263734,1.07916,0.50822,-0.12257,1.40347,0.597868,0.216424
0.687236,0.774165,-0.228303,1.38606,0.635741,0.264691,1.08409,0.514645,-0.108904,1.39306,0.59826,0.211929
0.686096,0.775174,-0.229099,1.37534,0.636762,0.260854,1.08257,0.514973,-0.109647,1.39623,0.600051,0.216169
0.686096,0.775174,-0.229099,1.37534,0.636762,0.260854,1.08257,0.514973,-0.109647,1.39623,0.600051,0.216169
0.687109,0.779373,-0.220746,1.36774,0.639715,0.261423,1.08227,0.519806,-0.102646,1.39076,0.601153,0.215134
0.691432,0.773787,-0.220437,1.37229,0.635423,0.257301,1.07846,0.519855,-0.10569,1.40135,0.600413,0.219215
0.693833,0.775921,-0.212455,1.37626,0.637331,0.26217,1.07385,0.514799,-0.117075,1.40679,0.598645,0.219196
0.692488,0.779885,-0.209182,1.38297,0.645442,0.277706,1.08221,0.514848,-0.110127,1.41051,0.596929,0.21841
0.692488,0.779885,-0.209182,1.38297,0.645442,0.277706,1.08221,0.514848,-0.110127,1.41051,0.596929,0.21841
0.688921,0.782707,-0.21209,1.37329,0.6465,0.274423,1.08568,0.511111,-0.112919,1.40497,0.596041,0.214411
0.691155,0.782597,-0.207774,1.37361,0.644171,0.271093,1.08714,0.516993,-0.102912,1.40474,0.595296,0.213182
0.690369,0.780934,-0.211841,1.37804,0.645043,0.274635,1.08846,0.511898,-0.109488,1.40687,0.597713,0.217837
0.690369,0.780934,-0.211841,1.37804,0.645043,0.274635,1.08846,0.511898,-0.109488,1.40687,0.597713,0.217837
0.690369,0.780934,-0.211841,1.37804,0.645043,0.274635,1.08846,0.511898,-0.109488,1.40687,0.597713,0.217837
0.692833,0.779654,-0.208843,1.38193,0.643219,0.273849,1.07639,0.521254,-0.105294,1.40076,0.599616,0.217728
0.692833,0.779654,-0.208843,1.38193,0.643219,0.273849,1.07639,0.521254,-0.105294,1.40076,0.599616,0.217728
0.692833,0.779654,-0.208843,1.38193,0.643219,0.273849,1.07639,0.521254,-0.105294,1.40076,0.599616,0.217728
0.693993,0.776257,-0.211634,1.3855,0.644293,0.277244,1.07681,0.519544,-0.107515,1.39499,0.595621,0.208914
0.693993,0.776257,-0.211634,1.3855,0.644293,0.277244,1.07681,0.519544,-0.107515,1.39499,0.595621,0.208914
0.691083,0.785639,-0.203356,1.39105,0.645065,0.281151,1.08079,0.518164,-0.106319,1.39192,0.599235,0.212825
0.689952,0.782762,-0.209935,1.39113,0.651114,0.290264,1.08635,0.51691,-0.10367,1.3921,0.596296,0.208506
0.684381,0.788004,-0.213339,1.39786,0.649257,0.290784,1.08787,0.509422,-0.113677,1.38204,0.599414,0.208191
0.687014,0.778818,-0.221773,1.41177,0.636438,0.278288,1.07272,0.526436,-0.100549,1.37895,0.603845,0.213289
0.687014,0.778818,-0.221773,1.41177,0.636438,0.278288,1.07272,0.526436,-0.100549,1.37895,0.603845,0.213289
0.687014,0.778818,-0.221773,1.41177,0.636438,0.278288,1.07272,0.526436,-0.100549,1.37895,0.603845,0.213289
0.687014,0.778818,-0.221773,1.41177,0.636438,0.278288,1.07272,0.526436,-0.100549,1.37895,0.603845,0.213289
0.687014,0.778818,-0.221773,1.41177,0.636438,0.278288,1.07272,0.526436,-0.100549,1.37895,0.603845,0.213289
0.685916,0.782853,-0.217944,1.41431,0.644683,0.29187,1.07314,0.530522,-0.0940781,1.38529,0.597554,0.20702
0.682251,0.787422,-0.218569,1.41595,0.641268,0.287526,1.07587,0.529947,-0.0926782,1.38953,0.598834,0.211047
0.683038,0.788043,-0.216024,1.41429,0.644665,0.291833,1.07287,0.532819,-0.090851,1.38797,0.600899,0.213371
0.682706,0.784626,-0.22183,1.41028,0.645006,0.290423,1.06868,0.5316,-0.09617,1.38328,0.606705,0.219749
0.688889,0.778072,-0.219107,1.41738,0.634359,0.277842,1.07206,0.521773,-0.108098,1.38767,0.604204,0.218179
0.688889,0.778072,-0.219107,1.41738,0.634359,0.277842,1.07206,0.521773,-0.108098,1.38767,0.604204,0.218179
0.688889,0.778072,-0.219107,1.41738,0.634359,0.277842,1.07206,0.521773,-0.108098,1.38767,0.604204,0.218179
0.688889,0.778072,-0.219107,1.41738,0.634359,0.277842,1.07206,0.521773,-0.108098,1.38767,0.604204,0.218179
0.688889,0.778072,-0.219107,1.41738,0.634359,0.277842,1.07206,0.521773,-0.108098,1.38767,0.604204,0.218179
0.688889,0.778072,-0.219107,1.41738,0.634359,0.277842,1.07206,0.521773,-0.108098,1.38767,0.604204,0.218179
0.691048,0.776434,-0.217234,1.41389,0.639386,0.283722,1.07395,0.52618,-0.0999192,1.38635,0.604557,0.218057
0.691048,0.776434,-0.217234,1.41389,0.639386,0.283722,1.07395,0.52618,-0.0999192,1.38635,0.604557,0.218057
0.691048,0.776434,-0.217234,1.41389,0.639386,0.283722,1.07395,0.52618,-0.0999192,1.38635,0.604557,0.218057
0.68889,0.780882,-0.21489,1.42366,0.639656,0.288763,1.0718,0.53331,-0.0910044,1.38904,0.605012,0.220074
0.684774,0.784415,-0.217923,1.41576,0.643047,0.29011,1.06898,0.530932,-0.09692,1.39039,0.603141,0.217931
0.690075,0.773308,-0.223871,1.41684,0.643363,0.291096,1.07043,0.530883,-0.0957889,1.38874,0.604552,0.219232
0.679868,0.782536,-0.230806,1.42473,0.645423,0.297921,1.06965,0.533812,-0.0920441,1.39526,0.59994,0.215526
0.675953,0.792272,-0.224337,1.43383,0.640155,0.29427,1.06331,0.529398,-0.103991,1.37734,0.599324,0.205695
0.679342,0.78697,-0.225242,1.44425,0.630451,0.28452,1.07039,0.528005,-0.100134,1.36667,0.605796,0.209996
0.680321,0.781528,-0.231384,1.44644,0.629711,0.284408,1.05945,0.53271,-0.102295,1.36632,0.606575,0.210985
0.680321,0.781528,-0.231384,1.44644,0.629711,0.284408,1.05945,0.53271,-0.102295,1.36632,0.606575,0.210985
0.680321,0.781528,-0.231384,1.44644,0.629711,0.284408,1.05945,0.53271,-0.102295,1.36632,0.606575,0.210985
0.680321,0.781528,-0.231384,1.44644,0.629711,0.284408,1.05945,0.53271,-0.102295,1.36632,0.606575,0.210985
0.680321,0.781528,-0.231384,1.44644,0.629711,0.284408,1.05945,0.53271,-0.102295,1.36632,0.606575,0.210985
0.679772,0.784453,-0.228127,1.44246,0.631885,0.28585,1.05975,0.528245,-0.108737,1.36513,0.606768,0.210661
0.682953,0.780388,-0.227683,1.44288,0.630806,0.284425,1.06869,0.528075,-0.101454,1.36832,0.607972,0.214099
0.682953,0.780388,-0.227683,1.44288,0.630806,0.284425,1.06869,0.528075,-0.101454,1.36832,0.607972,0.214099
0.677843,0.785414,-0.230686,1.4418,0.632345,0.286239,1.0722,0.527553,-0.0993125,1.36886,0.60538,0.210487
