# ICODE=211, JCODE=-211
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.258202 -----------------
#dely    BF    dB     BFVar
0.050  0.2852  0.0002  0.0049
0.150  0.2745  0.0002  0.0040
0.250  0.2608  0.0002  0.0034
0.350  0.2525  0.0002  0.0037
0.450  0.2398  0.0002  0.0044
0.550  0.2230  0.0002  0.0015
0.650  0.2030  0.0002  0.0046
0.750  0.1823  0.0002  0.0028
0.850  0.1590  0.0001  0.0029
0.950  0.1345  0.0001  0.0025
1.050  0.1106  0.0001  0.0032
1.150  0.0870  0.0001  0.0024
1.250  0.0673  0.0001  0.0021
1.350  0.0479  0.0001  0.0014
1.450  0.0316  0.0001  0.0013
1.550  0.0171  0.0001  0.0007
1.650  0.0055  0.0000  0.0003
1.750  0.0005  0.0000  0.0001
