           0.05         0.2242          0.182         0.0481         0.0902         0.1592         0.1955         0.1271           0.08         0.2938         0.0353         0.2785         0.1818          0.366         0.1385         0.2648         0.1309         0.1166         0.1033         0.1514         0.3739
           0.15         0.0684         0.2238         0.1483         0.2536         0.1841         0.0454         0.1182         0.2827         0.1572         0.2641         0.2041         0.1046         0.0502         0.2724         0.1233         0.0943         0.1656         0.2195          0.231         0.1771
           0.25         0.0947          0.318         0.0467         0.2258         0.0616         0.3282         0.0791         0.0957         0.0625         0.1909         0.1232         0.0526          0.081         0.0776         0.0222         0.1432         0.0242         0.1122         0.2258          0.105
           0.35         0.1537         0.0319              0         0.0645         0.2621              0         0.0402          0.099         0.1535         0.1281         0.1949         0.0183         0.1072         0.0588         0.0565         0.1502         0.0398         0.0566         0.1287         0.0544
           0.45         0.1107         0.0801         0.1197          0.015              0         0.1904              0          0.116         0.1399         0.0189         0.1113         0.0907         0.0567         0.0534         0.0681         0.1764         0.0621         0.1487         0.0147         0.0324
           0.55              0         0.0142         0.1342         0.0743         0.1494              0         0.0883         0.1664         0.2027          0.135         0.0291         0.0723              0         0.0231         0.1389              0              0         0.0517              0              0
           0.65              0         0.0798         0.0967         0.1065         0.0376         0.0343         0.0605         0.0619         0.0809         0.1052         0.0576              0              0              0         0.1309         0.0149         0.1445         0.0104         0.0148         0.0357
           0.75         0.1309         0.0143         0.0737              0         0.0763         0.0837         0.1007              0         0.0379         0.1654          0.071              0         0.1134          0.163              0          0.046         0.0205              0         0.0467         0.0412
           0.85          0.062              0              0              0              0              0         0.0237              0         0.0144         0.0407              0         0.0183              0         0.0226              0              0              0          0.121         0.0242         0.0811
           0.95              0              0         0.0595         0.0295              0         0.0738         0.0248              0         0.0726              0          0.045         0.0444              0              0              0              0              0              0              0              0
           1.05           0.07              0              0         0.0365          0.033         0.0276         0.0845          0.025              0              0              0              0              0              0         0.0324              0         0.0614              0              0              0
           1.15              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0         0.0144              0         0.0399         0.0612              0
           1.25              0              0              0         0.0251              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0
           1.35              0              0         0.0142              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0
           1.45              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0
           1.55              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0
           1.65              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0
           1.75              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0
