'InvCoshPar_uu_width','InvCoshPar_uu_g0','InvCoshPar_uu_g1','InvCoshPar_ud_width','InvCoshPar_ud_g0','InvCoshPar_ud_g1','InvCoshPar_us_width','InvCoshPar_us_g0','InvCoshPar_us_g1','InvCoshPar_ss_width','InvCoshPar_ss_g0','InvCoshPar_ss_g1'
0.245143,0.275676,0.693052,0.878552,0.0334321,0.228581,0.626142,0.110148,0.471526,0.0703777,0.475093,0.618666
0.248592,0.271128,0.681793,0.874657,0.0327898,0.224134,0.61689,0.108804,0.459491,0.0747296,0.463822,0.631969
0.286621,0.257576,0.712984,0.888232,0.0328728,0.228472,0.601017,0.107594,0.444141,0.0453136,0.57544,0.598961
0.245955,0.272095,0.678871,0.8977,0.0371565,0.253228,0.655504,0.0932871,0.400064,0.07228,0.465324,0.600799
0.247959,0.267343,0.662624,0.905272,0.0382896,0.261163,0.67622,0.0946932,0.417392,0.0698847,0.468747,0.578625
0.239477,0.27184,0.659035,0.883816,0.0408958,0.268594,0.661854,0.0950329,0.412208,0.0751709,0.455315,0.596125
0.253026,0.265648,0.668688,0.88234,0.0429766,0.278902,0.658908,0.0999917,0.436283,0.0674399,0.484927,0.617985
0.241486,0.274048,0.675065,0.853014,0.042112,0.265738,0.662575,0.0993801,0.434945,0.0773812,0.452903,0.617463
0.252877,0.266,0.669908,0.863098,0.0437417,0.2772,0.65828,0.0992981,0.4324,0.0761358,0.452623,0.597362
0.244264,0.271771,0.672585,0.876578,0.042306,0.273776,0.68161,0.0985394,0.439727,0.0822739,0.432019,0.582862
0.231115,0.28309,0.685426,0.904004,0.0430197,0.285211,0.678204,0.0973014,0.431757,0.0966753,0.399419,0.599102
0.242921,0.269963,0.660427,0.905968,0.0466756,0.304606,0.683785,0.0995185,0.445779,0.103441,0.386437,0.606985
0.252435,0.264647,0.662489,0.865522,0.0481367,0.300593,0.695527,0.102451,0.466233,0.124259,0.347019,0.598852
0.230194,0.275646,0.648302,0.885047,0.0447933,0.289048,0.707616,0.102432,0.47148,0.125521,0.344292,0.595242
0.211366,0.288633,0.644661,0.893954,0.0440965,0.287976,0.729432,0.104059,0.489079,0.0904888,0.410866,0.583735
0.223589,0.281289,0.653006,0.877557,0.0465877,0.296145,0.72226,0.106705,0.499725,0.08025,0.439979,0.594398
0.286371,0.249091,0.67341,0.913957,0.0483024,0.315163,0.743444,0.107535,0.512632,0.0666575,0.485513,0.607194
0.244929,0.271494,0.673204,0.90309,0.0442281,0.291193,0.723692,0.110479,0.519756,0.0608385,0.510812,0.625997
0.250639,0.268123,0.673603,0.903641,0.0497071,0.319604,0.724161,0.110959,0.522421,0.0608189,0.507681,0.609915
0.258432,0.263553,0.673342,0.889673,0.0555068,0.345621,0.731268,0.108987,0.515203,0.100714,0.391659,0.604523
0.255584,0.254412,0.623831,0.849542,0.0594621,0.354157,0.717331,0.120138,0.566816,0.0669617,0.482665,0.59827
0.2552,0.254731,0.62428,0.82806,0.0658325,0.380219,0.720141,0.122907,0.582259,0.0604957,0.507834,0.604353
