0 0.831144 1.17192 1.26805 1.29317 0.652918 1.63971 1.92776 1.962 0.813156 1.06821 1.50378 1.52073 0.260105 2.01926 1.99357 1.66421 0.36085 1.18755 2.16798 1.54434 0.016053 1.53548 1.82634 1.6246 0.255224 1.28569 1.59746 1.82778 0.227653 1.44825 1.62448 1.92642 -0.154506 2.11329 1.41111 1.93452 0.399535 1.59341 1.82834 1.44685 
0.016 0.831077 1.17136 1.26913 1.29265 0.652905 1.63896 1.92826 1.96136 0.81314 1.06776 1.50427 1.51993 0.260054 2.01835 1.99393 1.66371 0.360784 1.18731 2.16881 1.54373 0.0160406 1.5353 1.82649 1.62399 0.255222 1.28505 1.59771 1.82709 0.227643 1.44754 1.62504 1.92581 -0.154487 2.11249 1.41242 1.93391 0.399536 1.59292 1.82833 1.44629 
0.032 0.830876 1.16967 1.27237 1.29111 0.652865 1.63672 1.92971 1.95944 0.813094 1.06642 1.50571 1.51756 0.259901 2.01561 1.995 1.66224 0.360588 1.18658 2.17125 1.5419 0.0160033 1.53475 1.82695 1.62218 0.255218 1.28313 1.59842 1.825 0.227613 1.44541 1.6267 1.92399 -0.154431 2.11008 1.41629 1.93207 0.399538 1.59144 1.82825 1.44462 
0.048 0.83054 1.16686 1.27766 1.28853 0.652798 1.63298 1.93203 1.95623 0.813016 1.06416 1.50805 1.51361 0.259647 2.01106 1.99671 1.65977 0.360261 1.18535 2.17518 1.53886 0.0159411 1.53382 1.82765 1.61917 0.255209 1.27994 1.59954 1.82153 0.227563 1.44185 1.62941 1.92096 -0.154337 2.10607 1.42258 1.929 0.399542 1.58897 1.82801 1.44184 
0.064 0.830071 1.16293 1.28487 1.28493 0.652704 1.62775 1.93507 1.95175 0.812907 1.061 1.51116 1.50809 0.259292 2.00468 1.99897 1.65633 0.359803 1.1836 2.18042 1.53461 0.0158541 1.53251 1.82853 1.61496 0.255198 1.27547 1.60094 1.81668 0.227493 1.43688 1.6331 1.91673 -0.154206 2.10046 1.43105 1.92471 0.399548 1.58551 1.82749 1.43795 
0.08 0.829468 1.15788 1.29381 1.28031 0.652584 1.62103 1.93862 1.946 0.812765 1.0569 1.51492 1.501 0.258835 1.99648 2.00166 1.65191 0.359216 1.1813 2.18671 1.52915 0.0157421 1.53079 1.82948 1.60955 0.255182 1.26975 1.60247 1.81045 0.227403 1.43049 1.63765 1.91129 -0.154038 2.09328 1.44136 1.91921 0.399554 1.58107 1.82649 1.43296 
0.096 0.828732 1.1517 1.30425 1.27468 0.652437 1.61282 1.94244 1.93899 0.812591 1.05185 1.51912 1.49236 0.258279 1.98646 2.00463 1.64652 0.358501 1.17843 2.19372 1.5225 0.0156053 1.52864 1.83038 1.60296 0.255163 1.26277 1.60393 1.80285 0.227293 1.42268 1.64293 1.90466 -0.153833 2.08455 1.4531 1.91249 0.399561 1.57565 1.82477 1.42687 
0.112 0.827862 1.14441 1.3159 1.26804 0.652262 1.60312 1.94624 1.93072 0.812383 1.04584 1.52357 1.48219 0.257624 1.97461 2.00767 1.64016 0.357657 1.17494 2.2011 1.51467 0.0154435 1.52603 1.83108 1.5952 0.255138 1.25454 1.60512 1.7939 0.227162 1.41348 1.64878 1.89684 -0.153592 2.07429 1.46582 1.90457 0.399569 1.56926 1.82207 1.41969 
0.128 0.82686 1.13599 1.32846 1.2604 0.652059 1.59196 1.9497 1.92122 0.812141 1.03885 1.52803 1.4705 0.25687 1.96096 2.01061 1.63283 0.356687 1.1708 2.20844 1.50565 0.0152568 1.52292 1.83142 1.58628 0.255109 1.24509 1.60578 1.78361 0.227012 1.40287 1.65503 1.88785 -0.153314 2.06252 1.47901 1.89546 0.399577 1.5619 1.81812 1.41143 
0.144 0.825726 1.12646 1.34161 1.25178 0.651829 1.57933 1.95248 1.91048 0.811863 1.03085 1.53224 1.45731 0.256019 1.9455 2.0132 1.62456 0.355591 1.16596 2.21531 1.49548 0.0150452 1.51929 1.83122 1.5762 0.255075 1.23443 1.60566 1.77198 0.226841 1.39087 1.66147 1.87769 -0.153001 2.04928 1.49213 1.88516 0.399584 1.55359 1.81261 1.4021 
