'InvCoshPar_uu_width','InvCoshPar_uu_g0','InvCoshPar_uu_g1','InvCoshPar_ud_width','InvCoshPar_ud_g0','InvCoshPar_ud_g1','InvCoshPar_us_width','InvCoshPar_us_g0','InvCoshPar_us_g1','InvCoshPar_ss_width','InvCoshPar_ss_g0','InvCoshPar_ss_g1'
0.478361,0.164317,0.551512,0.654094,0.168765,0.840873,0.409574,0.0727566,0.105513,0.812857,0.140643,0.694506
0.485748,0.16204,0.547532,0.66062,0.167194,0.836023,0.409006,0.0726213,0.104147,0.814321,0.141196,0.697771
0.482053,0.161851,0.543439,0.66278,0.167479,0.838557,0.408247,0.0732247,0.106358,0.811451,0.141919,0.700431
0.476662,0.166261,0.558937,0.655892,0.168514,0.840479,0.414557,0.0698508,0.0963504,0.825062,0.141131,0.70099
0.47378,0.16546,0.552655,0.652615,0.169189,0.842311,0.414499,0.0703142,0.0986697,0.831261,0.140013,0.697396
0.47038,0.16569,0.550609,0.651415,0.168908,0.840254,0.408426,0.0720684,0.100615,0.835107,0.141093,0.704043
0.469112,0.167373,0.557179,0.641758,0.16987,0.840252,0.406493,0.0720599,0.0982761,0.833721,0.139723,0.696729
0.469007,0.169513,0.566926,0.654016,0.16982,0.846276,0.403702,0.0709354,0.0891377,0.82761,0.140745,0.699884
0.469007,0.169513,0.566926,0.654016,0.16982,0.846276,0.403702,0.0709354,0.0891377,0.82761,0.140745,0.699884
0.487382,0.165441,0.564589,0.653099,0.169316,0.843213,0.398894,0.0727295,0.0925108,0.827092,0.139966,0.695808
0.478925,0.168878,0.572994,0.656658,0.168303,0.839773,0.388907,0.0769147,0.10147,0.816042,0.1405,0.694853
0.476376,0.170561,0.578461,0.647517,0.169156,0.839546,0.387795,0.0785556,0.108481,0.820137,0.140499,0.696205
0.482276,0.169308,0.577938,0.65964,0.169052,0.845123,0.38915,0.0800714,0.118037,0.827139,0.141319,0.702608
0.475931,0.170533,0.577933,0.660314,0.169082,0.84561,0.389787,0.0804184,0.120643,0.827516,0.140103,0.696637
0.480074,0.168428,0.571944,0.657724,0.170678,0.852557,0.389705,0.0794963,0.115789,0.828096,0.14029,0.697759
0.481545,0.168229,0.572329,0.651618,0.169966,0.845814,0.391658,0.0799615,0.120682,0.835056,0.13963,0.696686
0.479518,0.17024,0.579789,0.653779,0.172679,0.8609,0.401551,0.0772104,0.118839,0.823278,0.141365,0.701584
0.485752,0.173475,0.600139,0.661899,0.173597,0.869677,0.385748,0.0817149,0.122084,0.822996,0.142053,0.704939
0.485752,0.173475,0.600139,0.661899,0.173597,0.869677,0.385748,0.0817149,0.122084,0.822996,0.142053,0.704939
0.491097,0.168502,0.58185,0.678079,0.171077,0.864469,0.396132,0.0776996,0.114676,0.819431,0.142843,0.707726
0.487986,0.168213,0.577861,0.68979,0.169624,0.862401,0.405528,0.0766422,0.120717,0.818051,0.143954,0.712839
0.498766,0.165178,0.572991,0.692455,0.170117,0.866152,0.40803,0.0758795,0.119769,0.807505,0.144505,0.712065
0.501709,0.16379,0.569026,0.692147,0.16946,0.862627,0.401914,0.0765055,0.115652,0.808704,0.143399,0.706926
0.501581,0.1653,0.575866,0.681262,0.171425,0.867754,0.398086,0.0745172,0.100718,0.810655,0.142619,0.703675
0.481658,0.170612,0.583392,0.688867,0.169289,0.860252,0.396053,0.0796432,0.124584,0.80783,0.143213,0.705696
0.483794,0.170784,0.586054,0.693447,0.166314,0.846988,0.382336,0.0846726,0.132815,0.808524,0.14148,0.697244
0.496823,0.167107,0.580252,0.708904,0.165836,0.851359,0.398858,0.0812079,0.136121,0.810907,0.142381,0.702565
0.499707,0.168387,0.588529,0.702932,0.166461,0.851977,0.393081,0.0821557,0.133786,0.814348,0.14275,0.70557
0.482156,0.177525,0.615627,0.720094,0.165867,0.856299,0.389307,0.0819235,0.127775,0.813318,0.14304,0.706679
0.500054,0.175659,0.622263,0.726536,0.168882,0.87454,0.378841,0.082003,0.114389,0.807585,0.143894,0.709029
0.499363,0.174358,0.615709,0.73217,0.167894,0.871761,0.377112,0.0833963,0.119219,0.799115,0.143338,0.703333
0.519946,0.170866,0.616017,0.72749,0.167962,0.870186,0.380077,0.0823729,0.117958,0.795529,0.145969,0.715278
0.532599,0.167916,0.611934,0.73071,0.166153,0.86218,0.391469,0.0792843,0.116955,0.79959,0.145925,0.716471
0.525029,0.167731,0.605457,0.725957,0.166731,0.863206,0.391422,0.0800022,0.120592,0.806761,0.146017,0.719391
0.523915,0.167334,0.60279,0.725983,0.166101,0.859967,0.399381,0.0780923,0.120723,0.810824,0.145861,0.719986
0.522272,0.167935,0.604309,0.724199,0.16658,0.861694,0.395822,0.0788066,0.119989,0.813042,0.145137,0.717101
0.523285,0.167737,0.604165,0.720072,0.168595,0.870358,0.397901,0.0757938,0.107062,0.811735,0.144654,0.714242
0.515742,0.169823,0.607969,0.724288,0.17137,0.886437,0.407906,0.0781653,0.131391,0.804905,0.147088,0.724131
0.515116,0.168338,0.600651,0.72707,0.170441,0.8828,0.406214,0.0816216,0.147175,0.809413,0.146199,0.721206
0.51603,0.166826,0.594408,0.720156,0.169555,0.875348,0.416583,0.0800126,0.150995,0.816273,0.145121,0.7181
0.521091,0.166455,0.596601,0.718537,0.169658,0.875194,0.412567,0.0803541,0.148129,0.825504,0.143316,0.712092
0.525585,0.165592,0.596036,0.697641,0.173902,0.888007,0.394765,0.0834606,0.142627,0.808806,0.146458,0.722296
0.510448,0.167972,0.595297,0.700076,0.175142,0.895485,0.386868,0.0842755,0.13673,0.833266,0.142593,0.710974
0.504795,0.16851,0.593244,0.697024,0.175962,0.898359,0.386469,0.0847673,0.138741,0.815813,0.144648,0.715575
0.505536,0.170269,0.601937,0.69822,0.176028,0.89923,0.394453,0.0824817,0.137195,0.823653,0.144019,0.71501
0.508268,0.16692,0.588723,0.692259,0.178167,0.907587,0.391537,0.0839052,0.140834,0.819952,0.143536,0.711372
0.520141,0.169384,0.609347,0.683266,0.18136,0.919931,0.394389,0.0811696,0.130359,0.819663,0.144124,0.714227
