# ICODE=211, JCODE=-211
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=10000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.239218 -----------------
#dely    BF
0.050  0.3801  0.0004
0.150  0.3553  0.0003
0.250  0.3220  0.0003
0.350  0.2852  0.0003
0.450  0.2488  0.0003
0.550  0.2088  0.0002
0.650  0.1707  0.0002
0.750  0.1338  0.0002
0.850  0.1016  0.0002
0.950  0.0726  0.0001
1.050  0.0497  0.0001
1.150  0.0319  0.0001
1.250  0.0189  0.0000
1.350  0.0093  0.0000
1.450  0.0035  0.0000
1.550  0.0003  0.0000
1.650 -0.0005 -0.0000
1.750 -0.0001 -0.0000
