# ICODE=211, JCODE=-211
# SIGMA_QGP=1.0862, SIGMA_HAD=0.408411
# NSAMPLE=10000000, Tblast=93.0263, UPERPblast(x,y)=(0.8015,0.8015)
# SOVERUD=0.6619, QUARK_ENTROPY_RATIO=0.2149, BARYON_FUDGE=0.7533
# ------- normalization=0.215563 -----------------
#dely    BF  sigmaB  QGP    LOCAL  RES_DECAYS
0.050  0.3104  0.0003  0.0689  0.0700  0.1715
0.150  0.2909  0.0003  0.0644  0.0648  0.1617
0.250  0.2664  0.0003  0.0606  0.0581  0.1476
0.350  0.2422  0.0003  0.0550  0.0517  0.1355
0.450  0.2146  0.0002  0.0490  0.0436  0.1220
0.550  0.1873  0.0002  0.0440  0.0362  0.1071
0.650  0.1592  0.0002  0.0390  0.0295  0.0907
0.750  0.1305  0.0002  0.0333  0.0231  0.0742
0.850  0.1037  0.0002  0.0277  0.0175  0.0585
0.950  0.0808  0.0002  0.0233  0.0130  0.0446
1.050  0.0604  0.0001  0.0191  0.0094  0.0318
1.150  0.0433  0.0001  0.0153  0.0063  0.0217
1.250  0.0289  0.0001  0.0110  0.0041  0.0138
1.350  0.0188  0.0001  0.0079  0.0025  0.0085
1.450  0.0114  0.0001  0.0054  0.0013  0.0046
1.550  0.0053  0.0000  0.0028  0.0005  0.0020
1.650  0.0014  0.0000  0.0009  0.0001  0.0004
1.750  0.0001  0.0000  0.0001  0.0000  0.0000
