0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
0.016 0.999763 0.999889 0.999841 0.999696 0.999823 0.999829 0.999846 0.999775 0.999794 0.999882 0.999862 0.999737 0.999793 0.999677 0.9998 0.999682 0.999811 0.999719 0.999822 0.999696 0.999783 0.999932 0.999915 0.999723 0.999794 0.999875 0.999882 0.999731 0.999788 0.999882 0.999833 0.999741 0.999788 0.999893 0.999869 0.999725 0.999761 0.999924 0.999892 0.999685 
0.032 0.999053 0.999558 0.999363 0.998786 0.999293 0.999316 0.999385 0.999102 0.999176 0.999527 0.999446 0.998948 0.999171 0.998708 0.9992 0.998728 0.999246 0.998878 0.99929 0.998787 0.999133 0.999729 0.999658 0.998892 0.999177 0.9995 0.999527 0.998924 0.999153 0.999529 0.999331 0.998964 0.999152 0.999573 0.999477 0.998902 0.999046 0.999697 0.99957 0.998743 
0.048 0.997871 0.999006 0.998567 0.997272 0.99841 0.998463 0.998618 0.997981 0.998147 0.998936 0.998755 0.997635 0.998136 0.997096 0.998202 0.997142 0.998306 0.997478 0.998404 0.997274 0.998052 0.99939 0.999231 0.997509 0.998151 0.998877 0.998937 0.997581 0.998097 0.998941 0.998497 0.997672 0.998093 0.99904 0.998825 0.997532 0.997857 0.999319 0.999033 0.997175 
0.064 0.99622 0.998234 0.997454 0.995159 0.997176 0.99727 0.997545 0.996415 0.99671 0.998109 0.997789 0.995802 0.99669 0.994848 0.996807 0.994928 0.996991 0.995524 0.997165 0.995162 0.996541 0.998916 0.998634 0.995578 0.996717 0.998004 0.998112 0.995706 0.996621 0.998119 0.99733 0.995868 0.996615 0.998295 0.997912 0.99562 0.996195 0.998791 0.998282 0.994986 
0.08 0.994104 0.997243 0.996027 0.992453 0.995594 0.99574 0.996169 0.994407 0.994867 0.997049 0.996548 0.993453 0.994836 0.991969 0.995019 0.992094 0.995305 0.993021 0.995576 0.992458 0.994604 0.998307 0.997867 0.993105 0.994878 0.996885 0.997052 0.993304 0.994728 0.997063 0.995833 0.993556 0.994719 0.997338 0.996741 0.993171 0.994065 0.998112 0.997317 0.992185 
0.096 0.991528 0.996033 0.994288 0.989162 0.993666 0.993875 0.994491 0.991963 0.992623 0.995755 0.995036 0.990595 0.992578 0.988469 0.99284 0.988648 0.993251 0.989976 0.99364 0.989169 0.992245 0.997564 0.996931 0.990097 0.992638 0.995519 0.99576 0.990382 0.992423 0.995775 0.994009 0.990743 0.99241 0.99617 0.995312 0.99019 0.991472 0.997282 0.996141 0.988778 
0.112 0.988498 0.994608 0.992238 0.985297 0.991395 0.991679 0.992515 0.989087 0.989981 0.994229 0.993253 0.987234 0.989921 0.984359 0.990276 0.984601 0.990832 0.986397 0.99136 0.985306 0.989469 0.996687 0.995827 0.986561 0.990001 0.99391 0.994236 0.986946 0.989711 0.994257 0.991861 0.987435 0.989693 0.994793 0.993628 0.986687 0.988423 0.996304 0.994753 0.984777 
0.128 0.985021 0.992966 0.989882 0.980868 0.988785 0.989155 0.990242 0.985786 0.986948 0.992473 0.991203 0.983381 0.986869 0.979652 0.987331 0.979966 0.988054 0.982295 0.98874 0.98088 0.986282 0.995676 0.994555 0.982507 0.986974 0.992058 0.992483 0.983007 0.986596 0.99251 0.989391 0.983641 0.986573 0.993208 0.991691 0.982671 0.984923 0.995177 0.993156 0.980194 
0.144 0.981104 0.991112 0.987223 0.975888 0.985841 0.986307 0.987676 0.982066 0.983528 0.99049 0.988888 0.979043 0.983429 0.974363 0.98401 0.974756 0.984921 0.97768 0.985785 0.975903 0.98269 0.994533 0.993117 0.977946 0.983561 0.989965 0.990502 0.978574 0.983086 0.990536 0.986605 0.979371 0.983057 0.991416 0.989503 0.978151 0.980982 0.993903 0.991351 0.975042 
