# SIGMA_QGP=1.0058, SIGMA_HAD=0.574915
# NSAMPLE=10000000, Tblast=81.9265, UPERPblast(x,y)=(0.7986,0.7986)
# SOVERUD=0.7578, QUARK_ENTROPY_RATIO=0.2614, BARYON_FUDGE=0.7269
# ------- normalization=0.227364 -----------------
#dely    BF  sigmaB  QGP    LOCAL  RES_DECAYS
0.050  0.3148  0.0002  0.0968  0.0427  0.1752
0.150  0.2917  0.0002  0.0901  0.0395  0.1621
0.250  0.2671  0.0002  0.0823  0.0360  0.1488
0.350  0.2439  0.0002  0.0769  0.0323  0.1348
0.450  0.2192  0.0002  0.0702  0.0282  0.1208
0.550  0.1896  0.0002  0.0612  0.0239  0.1045
0.650  0.1647  0.0002  0.0553  0.0199  0.0895
0.750  0.1390  0.0002  0.0476  0.0163  0.0751
0.850  0.1140  0.0001  0.0398  0.0130  0.0612
0.950  0.0932  0.0001  0.0350  0.0103  0.0479
1.050  0.0730  0.0001  0.0287  0.0078  0.0365
1.150  0.0565  0.0001  0.0238  0.0061  0.0266
1.250  0.0409  0.0001  0.0180  0.0044  0.0185
1.350  0.0280  0.0001  0.0131  0.0029  0.0120
1.450  0.0184  0.0001  0.0093  0.0016  0.0075
1.550  0.0118  0.0000  0.0066  0.0010  0.0042
1.650  0.0062  0.0000  0.0037  0.0005  0.0019
1.750  0.0017  0.0000  0.0011  0.0001  0.0005
