# ICODE=0, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=100000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.1
# ------- normalization=0.430951 -----------------
#dely    BF
0.050  0.6597  0.0043
0.150  0.5472  0.0037
0.250  0.5902  0.0041
0.350  0.5240  0.0039
0.450  0.3969  0.0031
0.550  0.3606  0.0030
0.650  0.2999  0.0027
0.750  0.2866  0.0028
0.850  0.2205  0.0023
0.950  0.1523  0.0018
1.050  0.0886  0.0012
1.150  0.0812  0.0012
1.250  0.0649  0.0011
1.350  0.0032  0.0001
1.450  0.0168  0.0004
1.550  0.0193  0.0006
1.650 -0.0052 -0.0002
1.750  0.0028  0.0002
