# ICODE=1701080941, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=100000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.1
# ------- normalization=-0.101908 -----------------
#dely    BF
0.050 -0.4069 -0.0025
0.150 -0.5668 -0.0036
0.250 -0.4092 -0.0027
0.350 -0.1992 -0.0014
0.450 -0.2034 -0.0015
0.550 -0.0377 -0.0003
0.650 -0.0251 -0.0002
0.750  0.0665  0.0006
0.850  0.1070  0.0011
0.950  0.1169  0.0014
1.050  0.1358  0.0018
1.150  0.1181  0.0018
1.250  0.0953  0.0016
1.350  0.0773  0.0016
1.450  0.0508  0.0012
1.550  0.0342  0.0010
1.650  0.0265  0.0011
1.750  0.0006  0.0000
