# ICODE=211, JCODE=-211
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.0219284 -----------------
#dely    BF    dB     BFVar
0.050  0.0436  0.0000  0.0026
0.150  0.0418  0.0000  0.0031
0.250  0.0367  0.0000  0.0027
0.350  0.0320  0.0000  0.0028
0.450  0.0290  0.0000  0.0027
0.550  0.0238  0.0000  0.0015
0.650  0.0185  0.0000  0.0023
0.750  0.0117  0.0000  0.0015
0.850  0.0064  0.0000  0.0013
0.950  0.0016  0.0000  0.0012
1.050 -0.0021 -0.0000  0.0015
1.150 -0.0046 -0.0000  0.0010
1.250 -0.0054 -0.0000  0.0007
1.350 -0.0054 -0.0000  0.0010
1.450 -0.0045 -0.0000  0.0008
1.550 -0.0024 -0.0000  0.0004
1.650 -0.0012 -0.0000  0.0001
1.750 -0.0001 -0.0000  0.0000
