# ICODE=0, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.313333 -----------------
#dely    BF    dB     BFVar
0.050  0.3616  0.0002  0.0031
0.150  0.3379  0.0002  0.0043
0.250  0.3174  0.0002  0.0046
0.350  0.2966  0.0002  0.0040
0.450  0.2776  0.0002  0.0053
0.550  0.2551  0.0002  0.0034
0.650  0.2314  0.0002  0.0022
0.750  0.2084  0.0001  0.0045
0.850  0.1842  0.0001  0.0028
0.950  0.1578  0.0001  0.0032
1.050  0.1338  0.0001  0.0023
1.150  0.1117  0.0001  0.0027
1.250  0.0878  0.0001  0.0020
1.350  0.0668  0.0001  0.0014
1.450  0.0488  0.0001  0.0022
1.550  0.0330  0.0001  0.0012
1.650  0.0178  0.0000  0.0010
1.750  0.0056  0.0000  0.0004
