# ICODE=2212, JCODE=-2212
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.0994818 -----------------
#dely    BF    dB     BFVar
0.050  0.2503  0.0024  0.0087
0.150  0.2228  0.0022  0.0079
0.250  0.1735  0.0018  0.0084
0.350  0.1316  0.0015  0.0102
0.450  0.0839  0.0011  0.0090
0.550  0.0515  0.0008  0.0043
0.650  0.0322  0.0005  0.0026
0.750  0.0186  0.0004  0.0022
0.850  0.0118  0.0003  0.0028
0.950  0.0076  0.0002  0.0007
1.050  0.0053  0.0002  0.0008
1.150  0.0031  0.0001  0.0004
1.250  0.0017  0.0001  0.0003
1.350  0.0008  0.0001  0.0008
1.450  0.0002  0.0000  0.0001
1.550  0.0000  0.0000  0.0000
1.650  0.0000  0.0000  0.0000
1.750  0.0000  0.0000  0.0000
