# ICODE=0, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.263156 -----------------
#dely    BF    dB     BFVar
0.050  0.4196  0.0002  0.0028
0.150  0.3873  0.0002  0.0060
0.250  0.3476  0.0002  0.0035
0.350  0.3058  0.0002  0.0025
0.450  0.2624  0.0001  0.0023
0.550  0.2185  0.0001  0.0022
0.650  0.1778  0.0001  0.0022
0.750  0.1429  0.0001  0.0019
0.850  0.1119  0.0001  0.0021
0.950  0.0836  0.0001  0.0024
1.050  0.0616  0.0001  0.0020
1.150  0.0430  0.0000  0.0008
1.250  0.0294  0.0000  0.0008
1.350  0.0191  0.0000  0.0010
1.450  0.0115  0.0000  0.0004
1.550  0.0063  0.0000  0.0002
1.650  0.0028  0.0000  0.0002
1.750  0.0007  0.0000  0.0001
