# ICODE=0, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=100000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.1
# ------- normalization=-0.112426 -----------------
#dely    BF
0.050 -0.2659 -0.0016
0.150 -0.3360 -0.0021
0.250 -0.2782 -0.0018
0.350 -0.2468 -0.0017
0.450 -0.1807 -0.0013
0.550 -0.1238 -0.0010
0.650 -0.0685 -0.0006
0.750  0.0512  0.0005
0.850 -0.0191 -0.0002
0.950  0.0613  0.0008
1.050  0.0596  0.0008
1.150  0.0539  0.0009
1.250  0.0407  0.0008
1.350  0.0240  0.0005
1.450  0.0400  0.0011
1.550  0.0377  0.0012
1.650  0.0204  0.0009
1.750  0.0060  0.0005
