# ICODE=211, JCODE=-211
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=10000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.156298 -----------------
#dely    BF
0.050  0.2789  0.0002
0.150  0.2576  0.0002
0.250  0.2276  0.0002
0.350  0.1969  0.0002
0.450  0.1662  0.0002
0.550  0.1347  0.0001
0.650  0.1044  0.0001
0.750  0.0781  0.0001
0.850  0.0541  0.0001
0.950  0.0363  0.0001
1.050  0.0214  0.0000
1.150  0.0101  0.0000
1.250  0.0034  0.0000
1.350 -0.0006 -0.0000
1.450 -0.0020 -0.0000
1.550 -0.0026 -0.0000
1.650 -0.0013 -0.0000
1.750 -0.0002 -0.0000
