# ICODE=211, JCODE=-211
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=-0.0424394 -----------------
#dely    BF    dB     BFVar
0.050 -0.0826 -0.0001  0.0025
0.150 -0.0757 -0.0000  0.0018
0.250 -0.0673 -0.0000  0.0016
0.350 -0.0561 -0.0000  0.0024
0.450 -0.0452 -0.0000  0.0029
0.550 -0.0348 -0.0000  0.0019
0.650 -0.0261 -0.0000  0.0021
0.750 -0.0191 -0.0000  0.0015
0.850 -0.0131 -0.0000  0.0011
0.950 -0.0084 -0.0000  0.0010
1.050 -0.0045 -0.0000  0.0009
1.150 -0.0017 -0.0000  0.0010
1.250  0.0007  0.0000  0.0007
1.350  0.0022  0.0000  0.0006
1.450  0.0031  0.0000  0.0004
1.550  0.0026  0.0000  0.0004
1.650  0.0014  0.0000  0.0001
1.750  0.0001  0.0000  0.0000
