# ICODE=321, JCODE=-2212
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=100000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=1
# ------- normalization=0.0117727 -----------------
#dely    BF
0.050  0.0258  0.0018
0.150  0.0195  0.0014
0.250  0.0179  0.0013
0.350  0.0048  0.0004
0.450  0.0144  0.0012
0.550  0.0203  0.0021
0.650  0.0031  0.0003
0.750  0.0062  0.0008
0.850  0.0052  0.0008
0.950  0.0037  0.0006
1.050 -0.0019 -0.0004
1.150 -0.0009 -0.0002
1.250 -0.0009 -0.0003
1.350  0.0005  0.0003
1.450  0.0000  0.0000
1.550  0.0000  0.0000
1.650  0.0000  0.0000
1.750  0.0000  0.0000
