# ICODE=321, JCODE=-321
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=-0.0342865 -----------------
#dely    BF    dB     BFVar
0.050 -0.0176 -0.0001  0.0040
0.150 -0.0245 -0.0001  0.0019
0.250 -0.0291 -0.0001  0.0022
0.350 -0.0344 -0.0001  0.0021
0.450 -0.0397 -0.0002  0.0017
0.550 -0.0398 -0.0002  0.0015
0.650 -0.0377 -0.0002  0.0012
0.750 -0.0335 -0.0002  0.0021
0.850 -0.0282 -0.0002  0.0007
0.950 -0.0212 -0.0002  0.0014
1.050 -0.0160 -0.0002  0.0004
1.150 -0.0109 -0.0001  0.0004
1.250 -0.0061 -0.0001  0.0005
1.350 -0.0029 -0.0001  0.0004
1.450 -0.0011 -0.0000  0.0001
1.550 -0.0002 -0.0000  0.0001
1.650 -0.0000 -0.0000  0.0000
1.750  0.0000  0.0000  0.0000
