# ICODE=0, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.285039 -----------------
#dely    BF    dB     BFVar
0.050  0.3197  0.0001  0.0039
0.150  0.2988  0.0001  0.0037
0.250  0.2834  0.0001  0.0035
0.350  0.2671  0.0001  0.0042
0.450  0.2506  0.0001  0.0029
0.550  0.2317  0.0001  0.0030
0.650  0.2109  0.0001  0.0025
0.750  0.1912  0.0001  0.0037
0.850  0.1693  0.0001  0.0062
0.950  0.1472  0.0001  0.0018
1.050  0.1255  0.0001  0.0019
1.150  0.1034  0.0001  0.0011
1.250  0.0832  0.0001  0.0017
1.350  0.0657  0.0001  0.0016
1.450  0.0466  0.0001  0.0010
1.550  0.0326  0.0001  0.0007
1.650  0.0181  0.0001  0.0006
1.750  0.0057  0.0000  0.0005
