# ICODE=2212, JCODE=-2212
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.127369 -----------------
#dely    BF    dB     BFVar
0.050  0.3304  0.0029  0.0198
0.150  0.2943  0.0027  0.0113
0.250  0.2376  0.0023  0.0105
0.350  0.1629  0.0018  0.0073
0.450  0.1097  0.0013  0.0141
0.550  0.0609  0.0008  0.0042
0.650  0.0384  0.0006  0.0036
0.750  0.0189  0.0004  0.0016
0.850  0.0094  0.0002  0.0010
0.950  0.0056  0.0002  0.0006
1.050  0.0030  0.0001  0.0022
1.150  0.0017  0.0001  0.0002
1.250  0.0006  0.0000  0.0001
1.350  0.0002  0.0000  0.0001
1.450  0.0001  0.0000  0.0000
1.550  0.0000  0.0000  0.0000
1.650  0.0000  0.0000  0.0000
1.750  0.0000  0.0000  0.0000
