# ICODE=211, JCODE=-211
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=1000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.173748 -----------------
#dely    BF
0.050  0.3083  0.0008
0.150  0.2884  0.0008
0.250  0.2574  0.0008
0.350  0.2196  0.0007
0.450  0.1834  0.0006
0.550  0.1487  0.0005
0.650  0.1162  0.0004
0.750  0.0872  0.0004
0.850  0.0584  0.0003
0.950  0.0387  0.0002
1.050  0.0226  0.0001
1.150  0.0113  0.0001
1.250  0.0036  0.0000
1.350 -0.0009 -0.0000
1.450 -0.0026 -0.0000
1.550 -0.0014 -0.0000
1.650 -0.0015 -0.0000
1.750 -0.0001 -0.0000
