# ICODE=1701080941, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=1000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.269326 -----------------
#dely    BF
0.050  0.3999  0.0010
0.150  0.3664  0.0009
0.250  0.3392  0.0009
0.350  0.3010  0.0008
0.450  0.2692  0.0008
0.550  0.2276  0.0007
0.650  0.1953  0.0006
0.750  0.1563  0.0005
0.850  0.1239  0.0005
0.950  0.0978  0.0004
1.050  0.0747  0.0003
1.150  0.0578  0.0003
1.250  0.0354  0.0002
1.350  0.0235  0.0001
1.450  0.0142  0.0001
1.550  0.0069  0.0001
1.650  0.0043  0.0001
1.750 -0.0000 -0.0000
