# ICODE=211, JCODE=-211
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=5000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.258161 -----------------
#dely    BF
0.050  0.4655  0.0005
0.150  0.4284  0.0005
0.250  0.3821  0.0005
0.350  0.3198  0.0004
0.450  0.2689  0.0004
0.550  0.2104  0.0003
0.650  0.1628  0.0003
0.750  0.1193  0.0002
0.850  0.0842  0.0002
0.950  0.0573  0.0001
1.050  0.0377  0.0001
1.150  0.0232  0.0001
1.250  0.0119  0.0000
1.350  0.0059  0.0000
1.450  0.0030  0.0000
1.550  0.0010  0.0000
1.650  0.0000  0.0000
1.750 -0.0000 -0.0000
