# ICODE=321, JCODE=-2212
# SIGMA_QGP=1.1612, SIGMA_HAD=0.593954
# NSAMPLE=10000000, Tblast=75.9255, UPERPblast(x,y)=(0.7682,0.7682)
# SOVERUD=0.8258, QUARK_ENTROPY_RATIO=0.1782, BARYON_FUDGE=0.7035
# ------- normalization=0.0124762 -----------------
#dely    BF  sigmaB  QGP    LOCAL  RES_DECAYS
0.050  0.0263  0.0002 -0.0217  0.0385  0.0095
0.150  0.0264  0.0002 -0.0193  0.0371  0.0086
0.250  0.0229  0.0002 -0.0179  0.0334  0.0074
0.350  0.0180  0.0002 -0.0160  0.0277  0.0062
0.450  0.0136  0.0002 -0.0138  0.0228  0.0046
0.550  0.0092  0.0001 -0.0124  0.0189  0.0026
0.650  0.0063  0.0001 -0.0098  0.0143  0.0017
0.750  0.0033  0.0001 -0.0082  0.0104  0.0011
0.850  0.0004  0.0000 -0.0070  0.0068  0.0006
0.950  0.0007  0.0000 -0.0041  0.0045  0.0003
1.050 -0.0009 -0.0000 -0.0037  0.0027  0.0001
1.150 -0.0007 -0.0000 -0.0022  0.0015  0.0000
1.250 -0.0004 -0.0000 -0.0011  0.0007  0.0000
1.350 -0.0002 -0.0000 -0.0004  0.0002  0.0000
1.450 -0.0001 -0.0000 -0.0002  0.0000  0.0000
1.550 -0.0000 -0.0000 -0.0000  0.0000  0.0000
1.650  0.0000  0.0000  0.0000  0.0000  0.0000
1.750  0.0000  0.0000  0.0000  0.0000  0.0000
