# SIGMA_QGP=1.1612, SIGMA_HAD=0.593954
# NSAMPLE=10000000, Tblast=75.9255, UPERPblast(x,y)=(0.7682,0.7682)
# SOVERUD=0.8258, QUARK_ENTROPY_RATIO=0.1782, BARYON_FUDGE=0.7035
# ------- normalization=0.227951 -----------------
#dely    BF  sigmaB  QGP    LOCAL  RES_DECAYS
0.050  0.3145  0.0003  0.0553  0.0841  0.1750
0.150  0.2925  0.0002  0.0521  0.0786  0.1618
0.250  0.2693  0.0002  0.0484  0.0718  0.1490
0.350  0.2460  0.0002  0.0461  0.0647  0.1352
0.450  0.2180  0.0002  0.0415  0.0565  0.1199
0.550  0.1907  0.0002  0.0368  0.0489  0.1049
0.650  0.1642  0.0002  0.0324  0.0417  0.0901
0.750  0.1396  0.0002  0.0294  0.0346  0.0755
0.850  0.1153  0.0002  0.0251  0.0280  0.0621
0.950  0.0936  0.0001  0.0218  0.0225  0.0494
1.050  0.0742  0.0001  0.0187  0.0172  0.0384
1.150  0.0557  0.0001  0.0150  0.0128  0.0279
1.250  0.0404  0.0001  0.0121  0.0092  0.0191
1.350  0.0284  0.0001  0.0090  0.0064  0.0130
1.450  0.0187  0.0001  0.0065  0.0042  0.0080
1.550  0.0113  0.0000  0.0044  0.0024  0.0045
1.650  0.0057  0.0000  0.0023  0.0012  0.0023
1.750  0.0015  0.0000  0.0007  0.0003  0.0005
