# ICODE=2212, JCODE=-2212
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=-0.0103117 -----------------
#dely    BF    dB     BFVar
0.050 -0.0178 -0.0002  0.0136
0.150 -0.0104 -0.0001  0.0055
0.250 -0.0073 -0.0001  0.0050
0.350 -0.0056 -0.0001  0.0109
0.450 -0.0054 -0.0001  0.0055
0.550 -0.0100 -0.0002  0.0110
0.650 -0.0084 -0.0001  0.0053
0.750 -0.0095 -0.0002  0.0042
0.850 -0.0088 -0.0002  0.0022
0.950 -0.0094 -0.0003  0.0071
1.050 -0.0044 -0.0002  0.0008
1.150 -0.0034 -0.0002  0.0014
1.250 -0.0019 -0.0001  0.0022
1.350 -0.0007 -0.0001  0.0005
1.450 -0.0001 -0.0000  0.0001
1.550 -0.0000 -0.0000  0.0000
1.650  0.0000  0.0000  0.0000
1.750  0.0000  0.0000  0.0000
