# ICODE=211, JCODE=-211
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.200705 -----------------
#dely    BF    dB     BFVar
0.050  0.3005  0.0002  0.0028
0.150  0.2804  0.0002  0.0018
0.250  0.2564  0.0002  0.0014
0.350  0.2297  0.0002  0.0038
0.450  0.2008  0.0001  0.0024
0.550  0.1733  0.0001  0.0014
0.650  0.1445  0.0001  0.0018
0.750  0.1172  0.0001  0.0018
0.850  0.0921  0.0001  0.0013
0.950  0.0701  0.0001  0.0010
1.050  0.0512  0.0001  0.0013
1.150  0.0360  0.0000  0.0009
1.250  0.0241  0.0000  0.0010
1.350  0.0156  0.0000  0.0007
1.450  0.0090  0.0000  0.0005
1.550  0.0046  0.0000  0.0005
1.650  0.0013  0.0000  0.0003
1.750  0.0001  0.0000  0.0001
