! kt  lambda  Rout  Routlab Rside   Rlong
  50.0 0.3749  7.650  7.202  7.188 13.109  1.002
 100.0 0.3861  8.645  7.028  6.752 11.238  1.041
 150.0 0.4177  9.896  6.741  6.319  9.430  1.067
 200.0 0.4509 11.126  6.367  5.908  8.116  1.078
 250.0 0.4862 12.435  6.062  5.490  7.005  1.104
 300.0 0.5173 13.513  5.700  5.226  6.186  1.091
 350.0 0.5550 14.560  5.393  4.959  5.612  1.088
 400.0 0.5819 15.247  5.023  4.666  5.090  1.076
 450.0 0.5996 16.177  4.792  4.464  4.615  1.074
 500.0 0.6302 17.035  4.580  4.304  4.269  1.064
