! kt  lambda  Rout  Routlab Rside   Rlong
  50.0 0.3523  7.607  7.161  7.007 12.471  1.022
 100.0 0.3661  8.325  6.768  6.671 10.882  1.014
 150.0 0.3925  9.458  6.443  6.256  9.309  1.030
 200.0 0.4296 10.567  6.047  5.827  8.006  1.038
 250.0 0.4556 11.467  5.590  5.402  6.887  1.035
 300.0 0.4853 12.486  5.267  5.070  6.185  1.039
 350.0 0.5163 13.281  4.919  4.772  5.485  1.031
 400.0 0.5421 14.082  4.639  4.552  4.987  1.019
 450.0 0.5612 14.913  4.418  4.304  4.584  1.027
 500.0 0.5928 15.675  4.214  4.109  4.225  1.026
