! kt  lambda  Rout  Routlab Rside   Rlong
  50.0 0.3042  7.527  7.086  6.874 12.690  1.031
 100.0 0.3327  8.736  7.102  6.555 10.721  1.083
 150.0 0.3727  9.834  6.699  6.076  8.976  1.102
 200.0 0.4134 11.218  6.420  5.651  7.706  1.136
 250.0 0.4488 12.443  6.065  5.235  6.673  1.159
 300.0 0.4806 13.578  5.727  4.869  5.842  1.176
 350.0 0.5103 14.821  5.490  4.598  5.273  1.194
 400.0 0.5336 15.932  5.249  4.286  4.733  1.225
 450.0 0.5560 16.738  4.958  4.159  4.283  1.192
 500.0 0.5721 17.725  4.766  3.936  3.903  1.211
