! kt  lambda  Rout  Routlab Rside   Rlong
  50.0 0.2977  7.152  6.733  6.469 12.074  1.041
 100.0 0.3240  8.164  6.636  6.131 10.244  1.082
 150.0 0.3621  9.461  6.445  5.701  8.570  1.130
 200.0 0.4076 10.819  6.192  5.300  7.307  1.168
 250.0 0.4486 12.195  5.945  4.915  6.392  1.209
 300.0 0.4886 13.375  5.642  4.683  5.573  1.205
 350.0 0.5319 14.486  5.366  4.489  5.081  1.195
 400.0 0.5531 15.450  5.090  4.226  4.524  1.204
 450.0 0.5787 16.540  4.900  4.030  4.185  1.216
 500.0 0.6144 17.444  4.690  3.928  3.930  1.194
