# ICODE=211, JCODE=-211
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=100000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=1
# ------- normalization=0.256237 -----------------
#dely    BF
0.050  0.4018  0.0031
0.150  0.3906  0.0031
0.250  0.3476  0.0029
0.350  0.3023  0.0026
0.450  0.2578  0.0024
0.550  0.2163  0.0022
0.650  0.1636  0.0018
0.750  0.1486  0.0018
0.850  0.1161  0.0016
0.950  0.0761  0.0012
1.050  0.0583  0.0010
1.150  0.0397  0.0008
1.250  0.0207  0.0005
1.350  0.0122  0.0004
1.450  0.0103  0.0004
1.550  0.0007  0.0000
1.650 -0.0003 -0.0000
1.750 -0.0001 -0.0000
