# ICODE=2212, JCODE=-2212
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.0937551 -----------------
#dely    BF    dB     BFVar
0.050  0.3434  0.0033  0.0129
0.150  0.2604  0.0026  0.0111
0.250  0.1768  0.0019  0.0131
0.350  0.0963  0.0012  0.0102
0.450  0.0477  0.0007  0.0053
0.550  0.0162  0.0003  0.0031
0.650  0.0029  0.0001  0.0018
0.750 -0.0007 -0.0000  0.0022
0.850 -0.0016 -0.0000  0.0015
0.950 -0.0018 -0.0001  0.0007
1.050 -0.0012 -0.0000  0.0010
1.150 -0.0007 -0.0000  0.0002
1.250 -0.0001 -0.0000  0.0001
1.350 -0.0001 -0.0000  0.0001
1.450  0.0000  0.0000  0.0000
1.550  0.0000  0.0000  0.0000
1.650  0.0000  0.0000  0.0000
1.750  0.0000  0.0000  0.0000
