# ICODE=321, JCODE=-321
# SIGMA_QGP=1.0266, SIGMA_HAD=0.566375
# NSAMPLE=10000000, Tblast=89.0947, UPERPblast(x,y)=(0.7476,0.7476)
# SOVERUD=0.8374, QUARK_ENTROPY_RATIO=0.2137, BARYON_FUDGE=0.6284
# ------- normalization=0.0577318 -----------------
#dely    BF  sigmaB  QGP    LOCAL  RES_DECAYS
0.050  0.0829  0.0004  0.1052 -0.0281  0.0059
0.150  0.0801  0.0004  0.1020 -0.0270  0.0051
0.250  0.0733  0.0004  0.0924 -0.0241  0.0051
0.350  0.0672  0.0004  0.0835 -0.0206  0.0044
0.450  0.0586  0.0004  0.0724 -0.0174  0.0036
0.550  0.0517  0.0004  0.0622 -0.0137  0.0031
0.650  0.0436  0.0004  0.0515 -0.0105  0.0026
0.750  0.0353  0.0003  0.0410 -0.0078  0.0020
0.850  0.0286  0.0003  0.0325 -0.0054  0.0015
0.950  0.0215  0.0003  0.0238 -0.0035  0.0011
1.050  0.0153  0.0002  0.0167 -0.0022  0.0008
1.150  0.0100  0.0002  0.0107 -0.0011  0.0004
1.250  0.0052  0.0001  0.0057 -0.0006  0.0001
1.350  0.0029  0.0001  0.0031 -0.0002  0.0000
1.450  0.0009  0.0000  0.0009 -0.0001  0.0000
1.550  0.0002  0.0000  0.0002 -0.0000  0.0000
1.650  0.0000  0.0000  0.0000  0.0000  0.0000
1.750  0.0000  0.0000  0.0000  0.0000  0.0000
