# ICODE=0, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.287172 -----------------
#dely    BF    dB     BFVar
0.050  0.3361  0.0002  0.0041
0.150  0.3131  0.0002  0.0043
0.250  0.2959  0.0002  0.0036
0.350  0.2779  0.0002  0.0045
0.450  0.2577  0.0002  0.0053
0.550  0.2352  0.0002  0.0030
0.650  0.2129  0.0001  0.0037
0.750  0.1895  0.0001  0.0028
0.850  0.1676  0.0001  0.0026
0.950  0.1429  0.0001  0.0026
1.050  0.1209  0.0001  0.0022
1.150  0.0986  0.0001  0.0037
1.250  0.0765  0.0001  0.0018
1.350  0.0579  0.0001  0.0017
1.450  0.0415  0.0001  0.0010
1.550  0.0276  0.0001  0.0008
1.650  0.0154  0.0000  0.0006
1.750  0.0045  0.0000  0.0002
