# ICODE=211, JCODE=-211
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=-0.0849055 -----------------
#dely    BF    dB     BFVar
0.050 -0.1237 -0.0001  0.0022
0.150 -0.1152 -0.0001  0.0018
0.250 -0.1050 -0.0001  0.0023
0.350 -0.0944 -0.0001  0.0023
0.450 -0.0820 -0.0001  0.0025
0.550 -0.0694 -0.0001  0.0013
0.650 -0.0604 -0.0000  0.0032
0.750 -0.0509 -0.0000  0.0014
0.850 -0.0418 -0.0000  0.0014
0.950 -0.0338 -0.0000  0.0019
1.050 -0.0266 -0.0000  0.0011
1.150 -0.0197 -0.0000  0.0016
1.250 -0.0130 -0.0000  0.0011
1.350 -0.0080 -0.0000  0.0005
1.450 -0.0041 -0.0000  0.0005
1.550 -0.0011 -0.0000  0.0004
1.650 -0.0001 -0.0000  0.0001
1.750  0.0000  0.0000  0.0000
