# ICODE=321, JCODE=-321
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=5000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=-0.0292992 -----------------
#dely    BF
0.050 -0.0506 -0.0003
0.150 -0.0467 -0.0003
0.250 -0.0439 -0.0003
0.350 -0.0375 -0.0003
0.450 -0.0318 -0.0003
0.550 -0.0217 -0.0002
0.650 -0.0185 -0.0002
0.750 -0.0146 -0.0002
0.850 -0.0098 -0.0001
0.950 -0.0074 -0.0001
1.050 -0.0054 -0.0001
1.150 -0.0025 -0.0001
1.250 -0.0015 -0.0000
1.350 -0.0009 -0.0000
1.450 -0.0002 -0.0000
1.550 -0.0001 -0.0000
1.650  0.0000  0.0000
1.750  0.0000  0.0000
