# ICODE=0, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.264322 -----------------
#dely    BF    dB     BFVar
0.050  0.4808  0.0002  0.0043
0.150  0.4403  0.0002  0.0041
0.250  0.3871  0.0002  0.0055
0.350  0.3339  0.0002  0.0040
0.450  0.2761  0.0002  0.0027
0.550  0.2190  0.0001  0.0019
0.650  0.1695  0.0001  0.0024
0.750  0.1266  0.0001  0.0031
0.850  0.0891  0.0001  0.0025
0.950  0.0605  0.0001  0.0018
1.050  0.0384  0.0000  0.0026
1.150  0.0203  0.0000  0.0012
1.250  0.0096  0.0000  0.0017
1.350  0.0012  0.0000  0.0009
1.450 -0.0021 -0.0000  0.0007
1.550 -0.0031 -0.0000  0.0005
1.650 -0.0028 -0.0000  0.0003
1.750 -0.0010 -0.0000  0.0002
