# ICODE=321, JCODE=-321
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=-0.0294691 -----------------
#dely    BF    dB     BFVar
0.050 -0.0432 -0.0002  0.0019
0.150 -0.0408 -0.0002  0.0017
0.250 -0.0362 -0.0002  0.0018
0.350 -0.0333 -0.0002  0.0012
0.450 -0.0297 -0.0002  0.0032
0.550 -0.0259 -0.0001  0.0013
0.650 -0.0225 -0.0001  0.0012
0.750 -0.0184 -0.0001  0.0016
0.850 -0.0140 -0.0001  0.0013
0.950 -0.0122 -0.0001  0.0007
1.050 -0.0078 -0.0001  0.0005
1.150 -0.0054 -0.0001  0.0006
1.250 -0.0033 -0.0000  0.0003
1.350 -0.0014 -0.0000  0.0003
1.450 -0.0006 -0.0000  0.0002
1.550 -0.0001 -0.0000  0.0000
1.650 -0.0000 -0.0000  0.0000
1.750  0.0000  0.0000  0.0000
