# ICODE=0, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.202119 -----------------
#dely    BF    dB     BFVar
0.050  0.2482  0.0001  0.0026
0.150  0.2349  0.0001  0.0022
0.250  0.2163  0.0001  0.0036
0.350  0.2010  0.0001  0.0034
0.450  0.1827  0.0001  0.0025
0.550  0.1650  0.0001  0.0025
0.650  0.1468  0.0001  0.0040
0.750  0.1292  0.0001  0.0029
0.850  0.1114  0.0001  0.0014
0.950  0.0953  0.0001  0.0011
1.050  0.0781  0.0001  0.0009
1.150  0.0632  0.0001  0.0017
1.250  0.0498  0.0001  0.0017
1.350  0.0384  0.0001  0.0009
1.450  0.0282  0.0000  0.0007
1.550  0.0185  0.0000  0.0005
1.650  0.0107  0.0000  0.0004
1.750  0.0034  0.0000  0.0002
