'InvCoshPar_uu_width','InvCoshPar_uu_g0','InvCoshPar_uu_g1','InvCoshPar_ud_width','InvCoshPar_ud_g0','InvCoshPar_ud_g1','InvCoshPar_us_width','InvCoshPar_us_g0','InvCoshPar_us_g1','InvCoshPar_ss_width','InvCoshPar_ss_g0','InvCoshPar_ss_g1'
0.628418,1.32321,0.465292,1.63973,0.0951977,-0.43963,1.33188,0.502296,0.0364688,0.213377,3.61864,0.952762
0.558784,1.43243,0.439756,1.6651,0.0811498,-0.45183,1.31235,0.50551,0.0306206,0.207488,3.66653,0.897568
0.577549,1.34993,0.37153,1.66243,0.0965136,-0.429701,1.30333,0.444494,-0.0659518,0.192882,3.91563,0.922711
0.541872,1.42392,0.373652,1.66416,0.0745693,-0.462026,1.33698,0.471512,-0.00697674,0.242876,3.23377,0.919008
0.569494,1.35584,0.356999,1.70911,0.0737537,-0.448156,1.39389,0.464658,0.0119051,0.265892,3.02557,0.947059
0.542521,1.41248,0.3586,1.73167,0.113041,-0.381938,1.47549,0.51281,0.122036,0.278712,2.87138,0.880959
0.544024,1.40116,0.346469,1.70746,0.127862,-0.367523,1.49722,0.519585,0.141594,0.292284,2.76946,0.887169
0.49219,1.54502,0.377415,1.85481,0.108855,-0.351603,1.38245,0.564996,0.156764,0.269479,2.97203,0.914555
0.460944,1.68695,0.458803,1.82965,0.0854413,-0.393808,1.46065,0.523006,0.130755,0.295353,2.75603,0.90098
0.502592,1.56622,0.449372,1.81769,0.127431,-0.334249,1.50779,0.495939,0.110591,0.313466,2.62445,0.890431
0.514989,1.56117,0.487546,1.86537,0.185692,-0.233416,1.48069,0.528121,0.147277,0.348074,2.46483,0.953902
0.546749,1.45111,0.430164,1.91075,0.158433,-0.262152,1.53015,0.519838,0.155701,0.33374,2.48167,0.861314
0.579087,1.37662,0.415955,1.93093,0.146935,-0.274176,1.55528,0.484787,0.113202,0.307848,2.66964,0.902623
0.649282,1.23759,0.385693,1.9678,0.125646,-0.296847,1.55273,0.513565,0.155368,0.297616,2.72969,0.88605
0.649282,1.23759,0.385693,1.9678,0.125646,-0.296847,1.55273,0.513565,0.155368,0.297616,2.72969,0.88605
0.689619,1.21181,0.433049,1.9942,0.0868214,-0.348667,1.54032,0.483344,0.105075,0.302718,2.69438,0.887173
0.724981,1.20167,0.485386,1.96597,0.112509,-0.317005,1.59292,0.43009,0.0456588,0.285183,2.83203,0.899672
0.798709,1.09155,0.441793,1.93867,0.123803,-0.306904,1.5422,0.427619,0.0222299,0.250187,3.13205,0.881317
