-9.19739 89.838 33.2024 -98.9536 22.2753 11.3277 -15.4331 -43.4415 -46.4975 47.4983 -29.0715 0.361726 43.3726 
-10.3277 18.8911 15.7735 -26.0254 3.43853 -0.285502 -1.10147 -9.50511 2.95955 15.6282 50.3503 51.2637 -56.6733 
9.71755 0.512486 12.5502 -17.5988 -10.4362 -6.85022 10.337 14.4016 -2.36002 -17.7672 0.106726 -12.8426 4.83567 
0.580156 -8.2353 15.8014 3.70327 2.47003 6.20265 -6.58783 -8.34367 -21.7618 12.6679 1.57082 -11.0236 5.07156 
-1.87665 3.62043 7.67303 -1.2771 10.1798 5.13879 -11.408 8.13164 6.19764 -8.64122 -0.895484 0.704259 -2.04801 
1.79812 1.35511 -4.85833 0.828836 -0.427858 0.0357497 0.77739 -0.441842 3.2008 -1.7716 1.57439 -14.266 -0.369564 
-1.41656 0.542794 -3.08014 -0.446208 -1.35394 4.76188 1.21031 2.8525 -3.82385 -0.28133 1.22593 3.38429 -0.914334 
-0.0554571 0.271215 -0.215542 0.47441 -0.0569472 1.60625 -0.0889899 -0.689187 1.04976 -0.383295 0.0542025 1.09788 -0.673429 
-0.462252 -0.153309 -1.65725 0.622602 0.702689 -2.17106 -0.556003 0.59875 -1.71412 -0.0581596 0.957522 0.812685 -0.16818 
0.379153 0.154374 -0.820805 0.276476 -0.201912 -0.0530883 -0.0575449 -0.242437 -0.653459 0.220623 0.310069 -0.974757 0.349479 
-0.219841 -0.446668 0.365648 -0.340267 0.275546 -0.512533 0.183261 0.225221 1.14098 -0.298199 0.450225 -0.00393224 0.0960638 
0.313292 -0.152601 -0.422538 0.168936 0.0321759 -0.681369 0.143613 0.0338196 -0.348954 -0.032278 0.0744669 0.164591 -0.212454 
